name,address,phone,type,delivery_route,beat_name,team_id
"ABHILASHA GARMENTS","JOHRI GAON, JOHRI GAON","+919997312310","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"SAI PROVISION STORE","SD ROAD, SD ROAD","+918650967048","General Trade","SD ROAD","SD ROAD",MA
"NIRMAL COSMETICS","HANUMAN CHOWK, HANUMAN CHOWK","+919897258573","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"MA GARMENTS","SUBHASH NAGAR, SUBHASH NAGAR","","General Trade","ZNPA","ZNPA",MA
"BAJRANGI MEDICAL","KARGI ROAD, NEAR PANT DEPT STORE","+918630879665","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"AVTAR STORES","JAKHAN, JAKHAN","+919837119120","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"MAKIN S STORE","PREMNAGAR","+919719405272","General Trade","PREM NAGAR","PREM NAGAR",MA
"SANDEEP TANK","","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"RAITHWAN MEDICAL","IT PARK, IT PARK CHOWK","+919759125506","General Trade","SD ROAD","SD ROAD",MA
"PRIME LIFE PHARMACY","JHAKHAN, JHAKHAN","+916395020507","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"SANTOSH COSMETICS","RAIPUR, RAIPUR","+917456960129","General Trade","RAIPUR","RAIPUR",MA
"VISHAL UNCLE","CHAMAN VIHAR, CHAMAN VIHAR","","General Trade","ZOTHER","ZOTHER",MA
"MONIKA MEDICAL","PREMNAGAR, PREMNAGAR","+918077926454","General Trade","PREM NAGAR","PREM NAGAR",MA
"RAWAT BROTHERS","PREMNAGAR, THAKURPUR ROAD","+918126562176","General Trade","PREM NAGAR","PREM NAGAR",MA
"LIFE LINE MEDICOS","KARGI, TEA ESTATE ROAD","+918077942574","General Trade","KARGI","KARGI",MA
"DURGA PHARMACY","NIRANJANPUR MANDI, NIRANJANPUR MANDI","+918630131812","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"BUY FRESH","CHANDRABANI GST, CHANDRABANI","+917618300061","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SUN SHINE STORE","DWARIKA CHOWK, DWARIKA CHOWK","","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"LAXMI NARAYAN MERCHANDISER","","","General Trade","ZOTHER","ZOTHER",MA
"GRACIOUS GROCERY","DALANWALA, BALBIR ROAD","","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"POOJA MEDICAL","KANDOLI, KANDOLI","+919997077525","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"OM VARIETY STORE","THDC COLONY, THDC COLONY","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"GAURI HEALTH PLUS","DHARAMPUR, OPP BATA SHOWROOM","+919410555595","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"MADHUR PROV","SEEMA DWAR, SEEMA DWAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"RANA MEDICAL","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",MA
"NANDA MEDICAL","SAHARANPUR CHOWK, SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"THE DUCK STORE","MUSSOORIEE RD, DEHRADUN","+919818460365","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"AGGARWAL SUPER STORE","THDC COLONY, THDC COLONY","+919917805952","General Trade","ZNPA","ZNPA",MA
"CANTT MEDICAL","DAKRA, TAPKESHWAR ROAD DAKRA","+918077904910","General Trade","KAULAGARH","KAULAGARH",MA
"MAA LAXMI STORE","AJABPURKALA, AJABPURKALA","","General Trade","RACE COURSE","RACE COURSE",MA
"PRAPTI MEDICOS","TURNER ROAD, TURNER ROAD","+917017271259","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"RAWAT GEN STORE","JOGGIWALA, NEAR PINK MEDICOS","+917351085092","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"PANWAR GEN STORE","LADPUR, OPP RAMOLA MEDICAL","+919412936334","General Trade","RAIPUR","RAIPUR",MA
"RAJ BANGLE","KARANPUR, KARANPUR","+919759306652","General Trade","KARANPUR","KARANPUR",MA
"PRAGYA MEDICOS","KANWALI ROAD, KANWALI ROAD","+918979700569","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"S S G ENTERPRISES","KARGI, DURGA MANDIR BANJARAWALA","+917024638223","General Trade","KARGI","KARGI",MA
"V MARC INDIA LIMITED","SIDCUL HARIDWAR","","General Trade","ZOTHER","ZOTHER",MA
"SINGH MEDICAL","PREMNAGAR, PREMNAGAR","+917906041452","General Trade","PREM NAGAR","PREM NAGAR",MA
"SHIV SHAKTI COSMETICS","DAKRA, OPP SHIV MURTI","+918057391809","General Trade","KAULAGARH","KAULAGARH",MA
"DURGA COSMETIC","PREMNAGAR, PREMNAGAR","+918791368468","General Trade","PREM NAGAR","PREM NAGAR",MA
"AMIT MEDICOS","GOVIND GARH, GOVIND GARH","+917906402830","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"EVERYDAY GROCERY'S","ITBP ROAD, ITBP ROAD","+919690003130","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"JAIN MEDICAL STORE","DOON HOSPITAL, DOON HOSPITAL","","General Trade","RACE COURSE","RACE COURSE",MA
"TEJAS MEDICAL HALL","DOON HOSPITAL, DOON HOSPITAL","","General Trade","RACE COURSE","RACE COURSE",MA
"SANJEEVNI MEDICAL HALL","DOON HSP, DOON HOSPITAL","","General Trade","RACE COURSE","RACE COURSE",MA
"BROS PHARMACY","TYAGI ROAD, TYAGI ROAD","","General Trade","RACE COURSE","RACE COURSE",MA
"DOON MEDICAL","MAJRA, NEAR AZAD TENT HOUSE","+918006277475","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"OM BANGLE & COSMETIC","DEHRA KHAS, DEHRA KHAS","+919456666657","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"CHAUHAN MEDICAL","DEHRA KHAS, DEHRA KHAS","+919927877034","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"KANIKA COSMETICS","KARGI ROAD, KARGI ROAD","+919690524060","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"HINDWAN MEDICAL STORE","KARGI ROAD, KARGI ROAD","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"LIV MART","KARGI ROAD, KARGI ROAD","+919069065900","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"UTTARAKHAND MEDICAL STORE","CHANDR, CHANDRBANI","+918126206433","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"RASHAN BASKET","LAL PUL, LALPUL","+917253053030","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"KRITIKA STORE","GMS ROAD, GMS ROAD","+919997685409","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"ASWAL GIFT SHOP","RISHI VIHAR, RISHI VIHAR","+918077856689","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"ZAYKA PROV STORE","RISHI VIHAR, RISHI VIHAR","+919760981991","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"BHAGWATI SHOPPING SHOP","PATHRIBAGH, PATHRIBAGH","+919897314583","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"BALRAJ STORE","RACE COURSE, SURI CHOWK","+919410189099","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"SURYA MEDICAL","RING ROAD, JOGIWALA CHOWK","+918393870844","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"JAGDISH CHAUHAN VENTURE","RING ROAD, RING ROAD","+919818053510","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SURBHI MEDICAL","DOON HOSPITAL, DOON HOSPITAL","+919410745545","General Trade","RACE COURSE","RACE COURSE",MA
"ANMOL TRADERS","PRINCE CHOWK, PRINCE CHOWK","+919837054089","General Trade","RACE COURSE","RACE COURSE",MA
"BEAUTY CRAZE","KARANPUR, NEAR ROYAL ENFIELD","+919997259665","General Trade","KARANPUR","KARANPUR",MA
"THAPLIYAL DEPT STORE","RAIPUR, NEAR ARZU COSMETICS","+918384865430","General Trade","RAIPUR","RAIPUR",MA
"NEW SHRI RAM MEDICAL","MUNCIPAL RD, MUNCIPAL ROAD","+919690930303","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"RAVI MEDICAL","KAULAGARH, KAULAGARH","+919837410035","General Trade","KAULAGARH","KAULAGARH",MA
"NEW AGGARWAL","HANUMAN CHOWK, H.CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"DOBHAL AND NAVI ENTERPRISES","OPP SIRMOR MARG RAJENDRA NAGAR","+919971195954","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"DR RAJKAPOOR & SONS","SAHARANPUR, SAHARANPUR CHOWK","+919897123130","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"SHIVA PRO STORE","MITRLOK COLONY, MITRLOK COLONY","+919412095858","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"NEW GUPTA STORE","MITRALOK COLONY, NEAR SAI SUPER STORE MITRLOK COLONY, CLOSED 2PM TO 4PM","+919997954739","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"POOJA MEDICAL STORE","ITBP SEEMA, SEEMA DWAR","+919411395766","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"MALIK TRADERS","MALIK CHOWK, MALIK CHOWK","+918958374444","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"HOME NEEDS MART","MALIK CHOWK, MALIK CHOWK","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SHAKUMBARI MEDICOS","KAMLA PALACE, KAMLA PALACE","+919412742764","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"SHREE KRIPA DEPT","PATEL NAGAR, NEAR SABHARWAL AATA CHAKI","+919897406424","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MANOJ TRADERS","PATEL NAGAR, GULATI MEDICAL WALI GALI","+919997032830","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"BALA PRITAM MEDICAL","PATEL NAGAR, GURDWARA PATEL NAGAR","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"DESTINATION COSMETICS","PATEL NAGAR, PATEL NAGAR","+918410081777","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"VEERJI GIFT & COSMETICS","GURU RD, GURU RD","+919897944475","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"GERA MEDICAL STORE","CHAKRATA ROAD, CHAKRATA ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SUBHASH GENERAL STORE","CHAKRATA RD, CHAKRATA ROAD","+917500505878","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"RACHNA MEDICAL","KARGI, KARGI","+919634275199","General Trade","KARGI","KARGI",MA
"SIDDHI STORE","TYAGI ROAD, TYAGI ROAD","+917049789367","General Trade","RACE COURSE","RACE COURSE",MA
"OM MEDICAL","NEHRU COLONY, NEAR MAHALAXMI STORE","+919528534715","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"NIKHIL JAISWAL","RAJEEV NAGAR, RAJEEV NAGAR","+917895084523","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"BIJALWAN STORE","KEDARPURAM, KEDARPURAM","+919412009792","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"SINGH BROTHER'S","CLOCK TOWER, CLOCK TOWER","+919045355903","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"MANBHAAVAN MEDICAL STORE","TILAK RD, TILAK ROAD","+919410706469","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"DOON CITY MEDICAL","KARANPUR, KARANPUR","+918630444428","General Trade","KARANPUR","KARANPUR",MA
"SANCHI MEDICAL","NALAPANI ROAD, NEARBY DAYAL MEDICAL","+919627654547","General Trade","SD ROAD","SD ROAD",MA
"JAISWAL CORNER","BINDAL PULL, CHAKRATA RD","+919410123376","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"RUBY MEDICOS","MAJRA, NEAR AZAD TENT HOUSE","+919997843387","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"UTTRANCHAL PROVISION STORE","PATEL, PATEL NAGAR","+919897991099","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"ROYAL CHEMIST","PREMNAGAR, PREMNAGAR","+918859044553","General Trade","PREM NAGAR","PREM NAGAR",MA
"KRISHNA MART","SEWLA KALA, SEWLA KALA","+919411311411","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"CHAUDHARY COSMETICS","SEWLA KALA, OPP KRISHNA ENCLAVE CHANDRBANI ROAD","+919319738608","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"KARTIK MEDICAL","SEWLA KALA, NEAR BANSAL HOME","+917060326631","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"BAHUGUNA MEDICINE","RING ROAD, RING ROAD","+919897910313","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SIMRAN MEDICAL","RING ROAD, OPP BHARAT PETROL PUMP","+918445555049","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SHREEM MEDICOS","CANAL ROAD, CANAL ROAD","+919837143617","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"DWARIKA MEDICAL","KARANPUR, KARANPUR","+918954734802","General Trade","ZNPA","ZNPA",MA
"JAGDAMBA MEDICAL","RAIPUR, RAIPUR","+918126038884","General Trade","RAIPUR","RAIPUR",MA
"YOGESH PROV","RAJENDER NAGAR, RAJENDER NAGAR","+919897223261","General Trade","PANDITVARI","PANDITVARI",MA
"KHWAYISH STORE","RISHI VIHAR, RISHI VIHAR","+917017122801","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SRI GOVINDAM SUPER STORE","ITBP ROA, ITBP ROAD","+917895978666","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"HEALTH CARE PHARMACY","GMS ROAD, SHIMLA BYPASS CHOWK","+919759972330","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"NEW KHALSA CHEMIST","GMS ROAD, SHIMLA BYPASS CHOWK","+918449895240","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"Q GREEN MEDICOS","TURNER ROAD, TURNER ROAD","+918077314081","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"MAA PITAMBARI ENTERPRISES","CLEMENT, POST OFFICE ROAD","","General Trade","ZNPA","ZNPA",MA
"SARASWATI BOOK AGENCY","LIC BUILDIN, NEAR PURNIMA COLLECTION","+919897368003","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"A K RETAIL VENTURES","EC ROAD, 10 EC ROAD","+917028953900","General Trade","KARANPUR","KARANPUR",MA
"KAMBOJ GEN STORE","MOTHROWALA ROAD, KARGI","","General Trade","ZNPA","ZNPA",MA
"RUCHI MEDICAL RETAIL VENTURE -KARGI","INDRESH HOSPITAL","+918979073999","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MAA SHARDA TRADING CO","DEHRAKHAS, DEHRAKHAS","+919759598940","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"SAI PROVISION STORE","DEHRAKHAS, DEHRAKHAS","+918532890343","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"JAISWAL MEDICAL STORE","DEHRA KHAS, DEHRA KHAS","+919870677808","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"SAXENA MEDICAL STORE","DEHRA KHAS, DEHRAKHAS","+917300737194","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"BALAJI DEPT STORE","REST CAMP, REST CAMP TYAGI ROAD","+918449254669","General Trade","RACE COURSE","RACE COURSE",MA
"RAWAT GEN STORE","SD ROAD, LANE NO 3 EKTA VIHAR","+919559392655","General Trade","SD ROAD","SD ROAD",MA
"BALAJI COSMETICS","GOVIND GARH, GOVIND GARH","+916398822099","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"KHANDURI MEDICAL","GOVIND GARH, GOVIND GARH","+917983555196","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SHREE RAM DAILY NEEDS","PATEL NAGAR, PATEL NAGAR","+919105221133","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"YAMNOTRI MEDICAL","GURU RD, GURU RD","+917457883122","General Trade","ZNPA","ZNPA",MA
"A R MEDICOS","CHAKRATA ROAD, CHAKRATA ROAD","+916398737086","General Trade","PANDITVARI","PANDITVARI",MA
"OLD INDIAN MEDICAL","RACE COURSE, SURI CHOWK","+918755025979","General Trade","RACE COURSE","RACE COURSE",MA
"GUNGUN BAKER'S","TILAK ROAD, TILAK ROAD","+918859503742","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"KRISHNA MEDICOS","BINDAL PULL, BINDAL PULL","+918881288852","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"DATA RAM & SONS","TAGOR VILLA, TAGOR VILLA","+917875195331","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"AGGARWAL DAILY NEEDS","CHUKKUWALA, CHUKKUWALA","","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SHREE GANESH PROVISION STORE","CHUK, CHUKKUWALA","+919997260425","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"SMILE MEDICAL STORE","CHUKKUWALA, CHUKKUWALA","+919927406766","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"POOJA COSMETIC","KARGI, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"TRILOK MEDICOS","KEDARPURAM, KEDARPURAM","+919568696263","General Trade","Unassigned","Unassigned",MA
"GOEL TRADER'S","KEDARPURAM, KEDARPURAM","+918384844544","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"OM SHIVSHAKTI CHEM","TYAGI ROAD, CHANDRA NAGAR ROAD","+919319240556","General Trade","RACE COURSE","RACE COURSE",MA
"ASHISH GEN STORE","PREMNAGAR, NEXT TO MADHU MEDICAL","+919068338880","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"MUNSHI DAAL BHANDAR","SEWLA KALA, SEWLA KALA","+919568347268","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"GARG AND SONS","PATEL NAGAR, GURU ROAD","+917895191693","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"SAPRA PROV STORE","GURU ROAD, GURU ROAD","+919997091132","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"RAM STORE","MOHINI ROAD, MOHINI ROAD","+918755812244","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"RANA PRO STORE","MATA MANDIR RD, MATA MANDIR ROAD","+919411140124","General Trade","RACE COURSE","RACE COURSE",MA
"RAWAT MEDICOS & SURGICALS","NEAR DEEPAK GEN STORE","+919927569293","General Trade","RACE COURSE","RACE COURSE",MA
"VMC MEDICAL","HARIDWAR ROAD, HARIDWAR ROAD","+917906042884","General Trade","ZNPA","ZNPA",MA
"JANTA GENERAL STORE","RISHI VIHAR, RISHI VIHAR","+918864845404","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"Z S MEDICOS","KANDOLI, KANDOLI","","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"OM SAI STORE","NESHVILLA ROAD, NESHVILLA ROAD","","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"ANNUPURNA PROVISION STORE","CHANDAN, CHANDAN NAGAR","+919368897571","General Trade","RACE COURSE","RACE COURSE",MA
"S S TRADERS","CHANDAN NAGAR, CHANDAN NAGAR","+917217218855","General Trade","RACE COURSE","RACE COURSE",MA
"BISHT PROVISIONAL STORE","CHANDAN, CHANDAN NAGAR","+919808610610","General Trade","RACE COURSE","RACE COURSE",MA
"KHALSA STORE","TYAGI ROAD, TYAGI RAOD","","General Trade","RACE COURSE","RACE COURSE",MA
"HARPRETT GENERAL STORE","TYAGI RD, TYAGI ROAD","","General Trade","RACE COURSE","RACE COURSE",MA
"PRINCE STORE","TYAGI ROAD, TYAGI ROAD","+919917742319","General Trade","RACE COURSE","RACE COURSE",MA
"KAPOOR SURGICALS STORE","SD ROAD, SD ROAD","+918392987987","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SETHI PROV STORE","TYAGI ROAD, TYAGI ROAD","","General Trade","RACE COURSE","RACE COURSE",MA
"ROYAL TRADER","HANUMAN CHOWK, HANUMAN CHOWK","+919634075010","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"GUPTA STORE","PREAM PURI MAFI, PREAM PURI MAFI","+918979143825","General Trade","KAULAGARH","KAULAGARH",MA
"PRAGATI GEN STORE","KEDARPURAM, KEDARPURAM","+910135267281","General Trade","Unassigned","Unassigned",MA
"HARI OM PROV STORE","DHARAMPUR, DHARAMPUR","+917895911860","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"FRESH TOWN","CLEMENT TOWN, CLEMENT TOWN","+917255023011","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"OM PHARMACY","MATA MANDIR ROAD, DHARAMPUR","+919411348399","General Trade","RACE COURSE","RACE COURSE",MA
"SISTER COSMETIC","MACCHI BAZAR, MACCHI BAZAR","+919286500161","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"RANA GENERAL STORE","SHIMLA BYPASS, SHIMLA BYPASS","+919997332913","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"SAINI MEDICAL STORE","GMS ROAD, GMS ROAD","+918126465004","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"JAN AUSHUDHI","RAJPUR, RAJPUR ROAD","+917457815801","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"VINAYAK GENERAL STORE","DOON HOSPI, DOON HOSPITAL","+919897852172","General Trade","RACE COURSE","RACE COURSE",MA
"AARJOO BOUTIQUE & COSMETIC","RAIPUR, RAIPUR","+919897429614","General Trade","RAIPUR","RAIPUR",MA
"AL-MEHBOOB STORE","MAZRA, MAZRA","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"JEET COSMETICS","CHANDARBANI, CHANDRABANI","+918006491313","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"RATURI STORE","CHANDRABANI ROAD, NEARBY NEHA COSMETICS","+919557653733","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"NAVEEN GENERAL STORE","ITBP RD, ITBP RD","+917983403832","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SHREE GANESH MEDICAL","VAN VIHAR, SHIMLA BYPASS","+919897829046","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"DOON GENERAL MERCHANT","VAN VIHAR, VAN VIHAR","+918126410122","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SHREE SIDDHI VINAYAK MEDI","KARGI, NEAR SHRI RAMA ENTERPRISES","+917037928364","General Trade","KARGI","KARGI",MA
"RIDDHI SIDHI MEDICAL","MATA MANDIR, SARASWATI VIHAR","+919997898128","General Trade","RACE COURSE","RACE COURSE",MA
"PARAS CONFECTIONERS","MATA MANDIR, SARASWATI VIHAR","+916399534206","General Trade","RACE COURSE","RACE COURSE",MA
"RAWAT GEN STORE","MATA MANDIR RD, SARASWATI VIHAR","+918958044858","General Trade","RACE COURSE","RACE COURSE",MA
"BAILWAL COSMETICS","RAJEEV NAGAR, RAJEEV NAGAR","+918958452798","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"PUNDORA GEN","MOHKAMPUR, BEFORE FLYOVER NEAR USS DA DHABA","+917310880450","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"VALUE BASKET","CHANDARBANI, CHANDARBANI","+919760911464","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SANJAY TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"SANSKRITI STORE","HARRAWALA, HARRAWALA","+918171016690","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SHREE SHYAM MEDICAL","HARRAWALA, HARRAWALA","+917895177658","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"BHATT DEPT STORE","HARRAWALA, NEAR SANSKRITI GEN STORE","+919760823597","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"VANSH BEAUTY PARLOUR","HARRAWALA, HARRAWALA","","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"PAYAAL COSMETICS","SARASWATI VIHAR, SARASWATI VIHAR","+919012944894","General Trade","RACE COURSE","RACE COURSE",MA
"VIVIKA MEDICOS","SARASWATI VIHAR, SARASWATI VIHAR","+917302645180","General Trade","RACE COURSE","RACE COURSE",MA
"HEALING TOUCH CHEMIST","RAJPUR, RAJPUR ROAD","+919897488960","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"SEMWAL STORE","AJABPURKALA, AJABPURKALA","+917579287556","General Trade","RACE COURSE","RACE COURSE",MA
"RAVI PROVISION STORE","KEDARPURAM, KEDARPURAM","","General Trade","Unassigned","Unassigned",MA
"LAKSYA MEDICOS","DEHRAKHAS, DEHRAKHAS","+919837252778","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MIKSHA GIFT GALLERY","TAPOVAN ROAD, TAPOVAN ROAD","+917895183762","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"DABRAL DEPT. STORE","NATUWAWALA, NATUWAWALA","+917838398014","General Trade","RAIPUR","RAIPUR",MA
"SANDEEP TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","+919897894004","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"OM STORE","JOGGIWALA, JOGGIWALA","+919068595558","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"RATURI PHARMACY","KEDARPURAM, KEDARPURAM","+919412364488","General Trade","Unassigned","Unassigned",MA
"NEW HEALTHCARE PHARMACY","NATTANWAL, NATTAHNWALA","+919899443505","General Trade","RAIPUR","RAIPUR",MA
"RITU COSMETICS","DAKRA, DAKRA","+918279977002","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"KRISHNA COSMETICS","PREMNAGAR, PREMNAGAR","","General Trade","ZNPA","ZNPA",MA
"GURU KRIPA MEDICAL","VAN VIHAR, VAN VIHAR, CLOSES 2.30PM TO 5.00 PM","+919897499607","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"BALAJI STORE","MEHUWALA, MEHUWALA","+919760221122","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"VASANT PHARMACY","ANURAG CHOWK, ANURAG CHOWK","+919720155533","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"RAWAT GEN STORE","AJABPURKALA, AJABPURKALA","","General Trade","RACE COURSE","RACE COURSE",MA
"BABA DEPT STORE","KARGI, KARGI","+919822561148","General Trade","Unassigned","Unassigned",MA
"NATIONAL MEDICAL STORE","DOON HOSP, NEAR SWEET SHOP DOON HOSPITAL","","General Trade","RACE COURSE","RACE COURSE",MA
"ASHOKA MEDICAL STORE","DOON HOSPITA, DOON HOSPITAL","+919634758955","General Trade","RACE COURSE","RACE COURSE",MA
"BABU RAM MOHAN","CHANDAN NAGAR, CHANDAN NAGAR","+919219858700","General Trade","RACE COURSE","RACE COURSE",MA
