name,address,phone,type,delivery_route,team_id
"ELECTRIC SCOOTY","","","General Trade","Unassigned",MA
"HDFC A/C","","","General Trade","Unassigned",MA
"URVASHI BIOTIQUE - RISHI VIHAR","RISHI VIHAR","9634300700","General Trade","ITBP-GOVIND GARH",MA
"MAA BHAGWATI GENERAL STORE - THDC","THDC COLONY NEAR SHOPPER LOOP","","General Trade","DEHRA KHAS",MA
"PAL TRADERS - DEHRA KHAS","DEHRA KHAS","","General Trade","DEHRA KHAS",MA
"FORYOU COSMETICS - MACCHI BAZAR","MACCHI BAZAR","","General Trade","PALTAN BAZAR",MA
"RV FASHION - DEEP NAGAR","KEDARPURAM, NEAR BAJAJ TRADERS","9877299323","General Trade","ZSHOP CLOSED",MA
"BHAVYA PHARMACY- PREMNAGAR","PREMNAGAR","9756849795","General Trade","PREM NAGAR",MA
"RAJDHANI7 - SD ROAD","SD ROAD, DEHRADUN","8076403306","General Trade","ZSHOP CLOSED",MA
"ANSHIKA BEAUTY PARLOUR - GAURAKHPUR","GAURAKHPUR CHOWK, NEAR SHIV MANDIR","9319643566","General Trade","ITBP-GOVIND GARH",MA
"WELLNESS PHARMACY - GAURAKHPUR","GAURAKHPUR CHOWK, NEAR SHIV MANDIR","9548085061","General Trade","ITBP-GOVIND GARH",MA
"KRISHNA BROTHER'S - GAURAKHPUR","GAURAKHPUR CHOWK, NEAR SHIV MANDIR","8941848325","General Trade","ITBP-GOVIND GARH",MA
"DAYASHANKAR - GAURAKHPUR CHOWK","NEAR SHIV MANDIR","8410527717","General Trade","ITBP-GOVIND GARH",MA
"AMAN GENERAL STORE - TYAGI ROAD","NEAR HARPREET GEN STORE","7417751113","General Trade","RACE COURSE",MA
"OLD STYLE CORNER - KARGI","KARGI","9760662233","General Trade","KARGI",MA
"RANA GEN STORE - RACE COURSE","RACE COURSE","9410396555","General Trade","RACE COURSE",MA
"KANHA STORE NEW AGE EATABLES","DWARKA CHOWK","7895410855","General Trade","ZSHOP CLOSED",MA
"BALAJI MEDICOS - KARANPUR","BAHUGUNA MEDICAL CEMENT ROAD","8077176585","General Trade","KARANPUR",MA
"SPARKLE COSMETICS - TAPOVAN","TAPOVAN ROAD","","General Trade","RAIPUR",MA
"SRISHTI PROV STORE - CHANDAN NAGAR","NEAR BABU RAM","7895903991","General Trade","RACE COURSE",MA
"SHORTAGE IN STOCK","","","General Trade","ZRING ROAD",MA
"RAJ SUPER STORE - SD ROAD","""OPP. M.B. HOMES, SD ROAD"", DEHRADUN","05","General Trade","9897954760",MA
"RK WORLDINFOCOM PVT LTD - 03","PUNJAB","","General Trade","ZOTHER",MA
"Y T ENTERPRISES - MUSSORIE","WOODSTOCK SCHOOL, NEAR THERI BUS STAND, MUSSORIE","","General Trade","PANDITVARI",MA
"SONY ENTERPRISES - UTTARKASHI","UTTARKASHI","","General Trade","DHARAMPUR 2nd",MA
"PARADISE COSMETICS - KAULAGARH","KISHAN NAGAR, KAULAGARH ROAD","9358141033","General Trade","PANDITVARI",MA
"KRITARTH WOMEN COLLECTION - DEHRAKH","DEHRAKHAS NEAR HIMANK PHARMA","7037982929","General Trade","ZSHOP CLOSED",MA
"NEW HEALTHCARE PHARMACY - ITBP ROAD","ITBP ROAD","9899443505","General Trade","ITBP-GOVIND GARH",MA
"LAVI GENERAL STORE - MDDA KEDARPURA","MDDA KEDARPURAM","7453000449","General Trade","Unassigned",MA
"YUVIKA MINI MART - JOHRI GAON","JOHRI GAON, SHOP CLOSED","9520953988","General Trade","ZSHOP CLOSED",MA
"INDIAN MEDICAL - DAV CHOWK","""NEARBY AROMA GIFT, DAV CHOWK""","05","General Trade","6397492271",MA
"DAUGHTER STATIONARY - SD ROAD","NEAR RUDRA MART, AFTER IT PARK","9897096029","General Trade","SD ROAD",MA
"SHREE KRISHNA MED & GEN- RAJENDRA","RAJENDAR NAGAR","9458158122","General Trade","PANDITVARI",MA
"SHREE LAXMI PHARMACY - SUBHASH NAGA","SUBHASH NAGAR","9058190211","General Trade","CLEMENT TOWN",MA
"SHOP STATION - SD ROAD","NEAR SIDDHARTHA LAW COLLEGE","9760777770","General Trade","SD ROAD",MA
"KENDRIYA BHANDAR LBSNAA","MUSSOORIE","9837818585","General Trade","DHARAMPUR 2nd",MA
"ANJAL PROV STORE - TURNER ROAD","TURNER ROAD","7906390813","General Trade","CLEMENT TOWN",MA
"OM MEDICAL STORE - CLEMENT TOWN","POST OFFICE STORE","9720807877","General Trade","CLEMENT TOWN",MA
"OLD DOON BASKET - NEHRUGRAM","AFTER 1 KM OF MAA VAISHNO MANDIR","9643149900","General Trade","MOHKAMPUR",MA
"MEDI POINT - RING ROAD","NEAR GANPATI MEDICAL","9808404747","General Trade","MOHKAMPUR",MA
"KAVI COSMETICS - GOVIND GARH","GOVIND GARH","7078770733","General Trade","ITBP-GOVIND GARH",MA
"BHANDARI PHARMACY - RAIPUR ROAD","OPP DEAL OFFICE","9997109625","General Trade","RAIPUR",MA
"MEHENDAR GENERAL STORE - PANDITWARI","PANDITWARI","","General Trade","PANDITVARI",MA
"VATAVARAN HOME CARE SHOP - YAMUNA C","YAMUNA COLONY","7830404054","General Trade","ITBP-GOVIND GARH",MA
"MEDIRAK HEALTHCARE - KANWALI ROAD","KANWALI ROAD","9528610996","General Trade","ITBP-GOVIND GARH",MA
"NIRMALA COSMETICS - KUMAR MANDI","CHAKRATA RD","8410344634","General Trade","CHAKRATA ROAD",MA
"SANAV ENTERPRISES - CAPITAL HEIGHT","ITBP ROAD","8755754680","General Trade","ITBP-GOVIND GARH",MA
"MAHI COSMETIC - DALANWALA","NEAR WATER TANK","7986752172","General Trade","RACE COURSE",MA
"PANKAJ STORE - DALANWALA","NEAR WATER TANK","9837617877","General Trade","RACE COURSE",MA
"KISHORE GENERAL STORE - DALANWALA","NEAR WATER TANK","8410759682","General Trade","RACE COURSE",MA
"KUMAR SHOP - DALANWALA","MDDA COLONY NEAR WATER TANK","6398633724","General Trade","RACE COURSE",MA
"PANDEY COSMETICS HUB - DALANWALA","NEAR WATER TANK","9528363953","General Trade","RACE COURSE",MA
"MDDA STORE - DALANWALA","NEAR WATER TANK","9410111213","General Trade","RACE COURSE",MA
"CHAUDHARY STORE - ITBP ROAD","INDRA NAGAR","7579067775","General Trade","ITBP-GOVIND GARH",MA
"RUPAL PROVISION - ITBP ROAD","SEEMA DWAR","8126132522","General Trade","ITBP-GOVIND GARH",MA
"SHREE BEER SINGH MEDICAL - TELPUR","TELPUR CHOWK","9639987497","General Trade","ITBP-GOVIND GARH",MA
"FARID STORE - GAURAKHPUR","GAURAKPUR CHOWK","9634582197","General Trade","ITBP-GOVIND GARH",MA
"EVALUTION COSMETIC - GAURAKHPUR","GAURAKHPUR CHOWK","8126434441","General Trade","ITBP-GOVIND GARH",MA
"PAL PROVISION STORE - BADOWALA","BADOWALA","9758692877","General Trade","ITBP-GOVIND GARH",MA
"MAA LAXMI MEDICAL STORE - TELPUR CH","TELPUR CHOWK","8449756188","General Trade","ITBP-GOVIND GARH",MA
"VERMA PROVISON - SEEMA DWAR","NEAR RK MART","9997533205","General Trade","ITBP-GOVIND GARH",MA
"GUPTA MEDICOS - CHAKRATA ROAD","NEAR PRABHAT","","General Trade","ITBP-GOVIND GARH",MA
"SHIV KIRPA MEDICAL - BRAHMPURI","BRAHAMPURI","9997406787","General Trade","DEHRA KHAS",MA
"KALEEM MEDICAL - BRAHAMPURI","BRAHAMPURI","9808302958","General Trade","ZSHOP CLOSED",MA
"SHREE GANESH MEDICAL - TURNER ROAD","TURNER ROAD","8949208248","General Trade","CLEMENT TOWN",MA
"AMITA COSMETICS - AJABPURKALA","AJABPURKALA","9897968596","General Trade","RACE COURSE",MA
"RANA GEN STORE - AJABPURKALA","AJABPURKALA","","General Trade","RACE COURSE",MA
"SAKSHI ENTERPRISES - MALSI","MUSSORRIE ROAD","9719751116","General Trade","Unassigned",MA
"PURCHASES LOCAL  3.00%","","","General Trade","Unassigned",MA
"TAMUL HASSAN - RISHI VIHAR","RISHI VIHAR","9639906013","General Trade","ITBP-GOVIND GARH",MA
"POOJA COSMETICS - RAIPUR","NEAR THAPLIYAL DEPARTMENT STORE","9690064363","General Trade","RAIPUR",MA
"SAGAR TRADING CO - DHARAMPUR","SASTA STORE, OPP SHRINGARIKA GIFT SHOP","9458957683","General Trade","RACE COURSE",MA
"SIDDHI VINAYAK SRV PRIVATE LIMITED","""DHARAMPUR, DEHRADUN"", UTTARAKHAND","05","General Trade","Unassigned",MA
"GAUR PROV - GMS ROAD","GMS ROAD","","General Trade","ZSHOP CLOSED",MA
"JAAGNATH MEDICOS - DOON HOSPITAL","DOON HOSPITAL","8477805281","General Trade","RACE COURSE",MA
"COSMOS FULLCART - KARANPUR","KARANPUR","9412938536","General Trade","KARANPUR",MA
"SURYIA COSMETICS - ITBP ROAD","ITBP ROAD","8700609266","General Trade","ITBP-GOVIND GARH",MA
"SAHARANPUR TRADERS - DHAMAWALA","DHAMAWALA","9870930577","General Trade","HANUMAN CHOWK",MA
"HARSH PRO STORE - KAULAGARH","KAULAGARH","9761627085","General Trade","ZSHOP CLOSED",MA
"UTTAM KALA PRO STORE - KAULAGARH","KAULAGARH","7017693104","General Trade","ZSHOP CLOSED",MA
"GUGATI MULTI STORE - RING ROAD","RING ROAD","8958797681","General Trade","ZSHOP CLOSED",MA
"SUBHADRA MEDICOS - RING ROAD","NEAR AMBIWALA GURUDWARA, BAD PAYMENT","8958276560","General Trade","MOHKAMPUR",MA
"BHAIRAV COSMETICS - AJABPURKALA","NEAR GROCERS STORE","7453894326","General Trade","RACE COURSE",MA
"RAJDHANI STORE - GMS ROAD","SEWLA KALA, NEAR ST JUDES CHOWK","9910153333","General Trade","DEHRA KHAS",MA
"LIFE CARE PHARMACY - DOON VIHAR","DOON VIHAR JHAKHAN","7302469146","General Trade","ZSHOP CLOSED",MA
"MISHKA MEDISEVA - RAJPUR","AFTER PAWAN KUMAR","9756330084","General Trade","RAJPUR UPPER",MA
"UK 07 MART - SD ROAD","SD ROAD","7017134129","General Trade","ZNPA",MA
"SAURABH BHAI","GZB","","General Trade","ZRING ROAD",MA
"HIRALAL NIRANJAN - PANDITVARI","PANDITVARI","9897902856","General Trade","PANDITVARI",MA
"BRIJ DEPT. STORE - RAJPUR UPPER","RAJPUR","9152392872","General Trade","RAJPUR UPPER",MA
"FAMILY STORE - RAJENDER NAGAR","SIRMOR MARG, NEAR MILKU DAIRY","7060777229","General Trade","PANDITVARI",MA
"AGGARWAL PROV & GEN - MANDI","MANDI CHOWK NIRANJANPUR","9897091655","General Trade","CLEMENT TOWN",MA
"CHEQUE BOUNCE","","","General Trade","Unassigned",MA
"TAJ STATIONARY - KARGI","KARGI","7906103870","General Trade","KARGI",MA
"DAILY NEED DEPT - KARGI","NEAR SAMARTH MEDICAL, OPP PETROL PUMP","8855813632","General Trade","ZSHOP CLOSED",MA
"FAM CARE MEDICOS & SURGICALS","MOTI BAZAAR","7906860203","General Trade","PALTAN BAZAR",MA
"MAITHANI MEDICOS - RING ROAD","RING ROAD","8126160261","General Trade","MOHKAMPUR",MA
"RAJ KUMAR STORE UR - RACE COURSE","RACE COURSE","9897427151","General Trade","DHARAMPUR 2nd",MA
"THE NEW BEAUTY CORNER - KHURBURA","NEAR SMILE MEDICAL","8192095465","General Trade","CHAKRATA ROAD",MA
"PUROHIT PHARMACY - RAIPUR","RAIPUR","9897532182","General Trade","RAIPUR",MA
"SEMWAL MEDICAL - RAIPUR","RAIPUR","8077418103","General Trade","ZSHOP CLOSED",MA
"YUMMIES BAKERS - RAIPUR","RAIPUR","8979564904","General Trade","RAIPUR",MA
"OLD MUSKAN COSMETIC - JHANDA BAZAR","JAHNAD BAZAR, BILL TO GST","","General Trade","HANUMAN CHOWK",MA
"AGARWAL BROS - DDN","DEHRADUN","","General Trade","Unassigned",MA
"KUMAR SMART GROCER'S - BADOWALA","NEAR SHAURYA FARM HOUES, BADOWALA","8126961216","General Trade","ITBP-GOVIND GARH",MA
"AGGARWAL STORE - BADOWALA","NEAR POST OFFICE, BADOWALA","9997971904","General Trade","ITBP-GOVIND GARH",MA
"MAA DURGA PROVISON STORE - BADOWALA","BADOWALA","","General Trade","ITBP-GOVIND GARH",MA
"VASUDHARA MART - BADOWALA","NEAR SHAURYA FARM, BADOWALA","9760018452","General Trade","ITBP-GOVIND GARH",MA
"SHREE KRISHNA PHARMACY - MITRALOK","OPP SAI SUPER STORE, MITRALOK COLONY","9193778180","General Trade","ZSHOP CLOSED",MA
"REHMAN COLLECTION - MDDA","NEAR KUMAR SHOPPE","","General Trade","RACE COURSE",MA
"LAJWANTI PHARMACY - THDC","THDC","7017223483","General Trade","DEHRA KHAS",MA
"MAA GANGOTRI MEDICAL - THDC","THDC, NEAR AARNA DIAGNOSTIC","8630626572","General Trade","DEHRA KHAS",MA
"J R D STORE - KAULAGARH","KAULAGARH","9897768883","General Trade","KAULAGARH",MA
"PEACH PHARMACY - ARAGHAR CHOWK","ARAGHAR CHOWK","6398792469","General Trade","DHARAMPUR 2nd",MA
"G MART - NEMI ROAD","NEMI ROAD","7906735269","General Trade","DHARAMPUR 2nd",MA
"GARHWAL MEDICAL - RING ROAD","SURBHI PLAZA RING ROAD","9756214887","General Trade","MOHKAMPUR",MA
"TIWARI STORE - DALANWALA","NEAR GUEST HOUSE","9897176133","General Trade","RACE COURSE",MA
"OM MEDICOS - PATHRIBAGH CHOWK","PATHRIBAGH CHOWK, NEAR LIV MART",""9412954561","General Trade","7017173336"",MA
"LUCKY COSMETICS - BADOWALA","NEAR RIVERVALLEY PUNLIC SCHOOL","9634332680","General Trade","ITBP-GOVIND GARH",MA
"KASHYAP GENERAL STORE - BUDOWALA","BADOWALA","8273619181","General Trade","ITBP-GOVIND GARH",MA
"ARUN KUMAR GEN STORE - RAJPUR UPPER","SHIKHAR FALL ROAD","","General Trade","RAJPUR UPPER",MA
"DAYAL MEDICOSE - NALAPANI ROAD","NEARBY SANCHI MEDICOSE","9568960053","General Trade","SD ROAD",MA
"VIJAY SHRI - RACE COURSE","NEAR ARCHANA MEDICAL","8218936466","General Trade","RACE COURSE",MA
"JAISWAL MEDICAL - RACE COURSE","OPP ARCHANA MEDICAL","6395749186","General Trade","RACE COURSE",MA
"NEW SUNSHINE MEDICAL STORE - COURT","COURT ROAD","7978378664","General Trade","RACE COURSE",MA
"TEHRI MEDICAL - CHANDCHAK CHOWK","KARGI, NEAR TAJ STATIONARY","","General Trade","KARGI",MA
"NAWANI GEN STORE - LIC BUILDING","NEAR ANKIT GEN STORE","9951736707","General Trade","DHARAMPUR 2nd",MA
"SUBH GENERAL STORE - MDDA DALANWALA","NEAR WATER TANK","8449728207","General Trade","RACE COURSE",MA
"GOVIND STORE - MDDA DALANWALA","NEAR MAHI COSMETICS","8433196968","General Trade","RACE COURSE",MA
"SILVER LEAF - JHAKHAN","RAJPUR ROAD","7895195639","General Trade","ZSHOP CLOSED",MA
"MAHADEV PHARMACY - HNIC","LAXMAN CHOWK","9870734449","General Trade","ITBP-GOVIND GARH",MA
"AGGARWAL MEDICAL - KALIDAS ROAD","KALIDAS ROAD","9897244717","General Trade","NESHVILLA ROAD",MA
"HDFC BANK CREDITOR","","","General Trade","Unassigned",MA
"VIG DAIRY - KUMAR CHOWK","NEAR NAGESHWAR MANDIR","","General Trade","CHAKRATA ROAD",MA
"MF AXIS 2020-2021","","","General Trade","Unassigned",MA
"MF CANARA ROBECO 21-22","","","General Trade","Unassigned",MA
"MF MIRAE ASSET TAX SAVER FUND 21-22","","","General Trade","Unassigned",MA
"MF MOTILAL OSWAL 2020-2021","","","General Trade","Unassigned",MA
"MF QUANT TAX PLAN 21-22","","","General Trade","Unassigned",MA
"CAR MARAZZO A/C","","","General Trade","Unassigned",MA
"CAMERA CCTV","","","General Trade","Unassigned",MA
"PRINTER","","","General Trade","Unassigned",MA
"TELEVISION","","","General Trade","Unassigned",MA
"AIR CONDITIONER","","","General Trade","Unassigned",MA
"NODIYAL GEN STORE - CHUKKUWALA","INDIRA COLONY","","General Trade","CHAKRATA ROAD",MA
"SHAGUN COLLECTION - CHUKKUWALA","LYHASA CHOWK","","General Trade","CHAKRATA ROAD",MA
"SAHDEV COSMETICS - CHUKKUWALA","LYHASA CHOWK","","General Trade","ITBP-GOVIND GARH",MA
"ALAKNANDA DEPT STORE - CHUKKUWALA","LYHASA CHOWK","","General Trade","CHAKRATA ROAD",MA
"CURE MED PHARMACY - CHUKKUWALA","LYHASA CHOWK","","General Trade","CHAKRATA ROAD",MA
"PURCHASES LOCAL  2.00%","","","General Trade","Unassigned",MA
"KRISHNA MEDICOSE - SD ROAD","NEAR TIBET COLONY","7017972117","General Trade","SD ROAD",MA
"NEW SANMATI MEDICOS - KARANPUR","NEAR VASH NURSING HOME","9837013363","General Trade","KARANPUR",MA
"KRISHNA COSMETICS - KARANPUR","KARANPUR","8630584373","General Trade","KARANPUR",MA
"LAXMI GEN STORE - KARANPUR","NEAR VINAY GEN STORE","9053223199","General Trade","KARANPUR",MA
"GARHWAL MEDICAL - KARANPUR","CEMENT ROAD NEAR CHAWLA SWEET SHOP","8126815075","General Trade","KARANPUR",MA
"MY MAA STORE - KARANPUR","NEAR AVTAR STORE","9897168902","General Trade","KARANPUR",MA
"SUYAL MEDICOS - MAJRI MAFI","MOHKAMPUR","9639210934","General Trade","MOHKAMPUR",MA
"PANTHRI GEN STORE - MAJRI MAFI","MAJRI MAFI MOHKAMPUR","9634708772","General Trade","MOHKAMPUR",MA
"ASWAL GEN STORE - MAJRI MAFI","MAJRI MAFI MOHKAMPUR","9411551277","General Trade","MOHKAMPUR",MA
"OM DEPT. STORE - MAJRI MAFI","MAJRI MAFI NAWADA ROAD","9634271547","General Trade","MOHKAMPUR",MA
"LIFE CARE MEDICOS - GOVIND GARH","KANWALI ROAD OPP SIDDHARTH CENTRAL","6396928192","General Trade","ITBP-GOVIND GARH",MA
"SAMARTH MEDICAL - MOTHROWALA","NEAR KAMBOJ","9997216385","General Trade","KARGI",MA
"SETHI SOFT CORNER - BADOWALA","SHIVAY NAGAR","","General Trade","ITBP-GOVIND GARH",MA
"HILY VIBES - BADOWALA","BADOWALA","7021353541","General Trade","ITBP-GOVIND GARH",MA
"AMAN BAKER'S - BADOWALA","BADOWALA","8006069359","General Trade","ITBP-GOVIND GARH",MA
"JAISWAL SHOP - GURU ROAD","NEAR UTTRANCHAL","9758757528","General Trade","DEHRA KHAS",MA
"PANT DEPT STORE - KARGI ROAD","KARGI CHOWK SE KAAFI PEHELE","9557775500","General Trade","DEHRA KHAS",MA
"CITY PHARMACY - TURNER ROAD","OPP WELLMED HOSPITAL","7895220248","General Trade","CLEMENT TOWN",MA
"BANARASI PROV STORE - TILAK ROAD","NEAR JAI SIYA RAM CHEMIST","8755453629","General Trade","CHAKRATA ROAD",MA
"SANJEEVNI MEDICAL - KARGI","NEAR DURGA MATA MANDIR","8937995892","General Trade","KARGI",MA
"SHREE VINAYAK MEDICOS - ARAGHAR CHO","ARAGHAR CHOWK","7078044196","General Trade","FUWARA CHOWK",MA
"MAHIMA MEDICAL - RAJEEV NAGAR","RAJEEV NAGAR","9758035357","General Trade","FUWARA CHOWK",MA
"BHARAT PHARMA - RAJEEV NAGAR","RAJEEV NAGAR","9412006566","General Trade","FUWARA CHOWK",MA
"NG MART - LYASS CHOWK","LYASS CHOWK","7017747795","General Trade","CHAKRATA ROAD",MA
"GUPTA AATA CHAKKI - LYASS CHOWK","LYASS CHOWK","","General Trade","CHAKRATA ROAD",MA
"MAHADEV PHARAMCY - RING ROAD","""6 NO PULIYA, RING ROAD""","05","General Trade","7060463298",MA
"PRO MEDS PHARMACY - DOON HOSPITAL","OPP SURBHI MEDICAL","9958282153","General Trade","RACE COURSE",MA
"NASA PHARMACEUTICAL PVT. LTD.","NEAR ALKA DAIRY GMS ROAD","7896988890","General Trade","CLEMENT TOWN II",MA
"KISHAN LAL & SONS - CLOCK TOWER","NEAR DARSHAN LAL CHOWK","","General Trade","PALTAN BAZAR",MA
"DOON MEDICAL - DHOBHI CHOWK","DOBHI CHOWK","8126047885","General Trade","RACE COURSE",MA
"MAA SHAKUMBARI AATA CHAKI - DEHRA","DEHRA KHAS","9897363641","General Trade","DEHRA KHAS",MA
"MULTI STORE - KEDARPURAM","DEEP NAGAR","8279373081","General Trade","ZNPA",MA
"SHIV GENERAL STORE - DEEP NAGAR","DEEP NAGAR","9412938587","General Trade","Unassigned",MA
"VAISHNAVI MEDICOS - MAJRI MAFI","OPP ASWAL GEN STORE","9690931396","General Trade","MOHKAMPUR",MA
"ANSHIKA MEDICAL - HNIC","HNIC","9674711144","General Trade","ITBP-GOVIND GARH",MA
"PURCHASES LOCAL  9.00%","","","General Trade","Unassigned",MA
"PRATAP PALACE","DDN","","General Trade","Unassigned",MA
"JOT ENTERPRISES","DDN","","General Trade","Unassigned",MA
"EXPIRY FROM NIVEA - 2","","","General Trade","ZRING ROAD",MA
"PRAGATI MAAN JI","DEHRADUN","","General Trade","HANUMAN CHOWK",MA
"GOYAL WHOLESALE STORE - KARGI","BANJARAWALA","8958274693","General Trade","KARGI",MA
"R K STORE - RACE COURSE","RACE COURSE","8126428018","General Trade","DHARAMPUR 2nd",MA
"SURYA MEDICAL - NEHRU COLONY","OPP MAHA LAXMI","9458131886","General Trade","FUWARA CHOWK",MA
"SHREE DURGA MEDICAL - ARAGHAR CHOWK","ARAGHAR CHOWK","7906099437","General Trade","DHARAMPUR 2nd",MA
"M S MEDICAL STORE - RAIPUR","OPP HDFC BANK BALAWALA ROAD RAIPUR","8868829862","General Trade","RAIPUR",MA
"DOON MEDICAL - DALANWALA","NEAR WATER TANK","","General Trade","RACE COURSE",MA
"PURCHASES LOCAL  6.00%","","","General Trade","Unassigned",MA
"JAI SHREE SHYAM CONF & GENERAL STOR","PARK ROAD","","General Trade","DEHRA KHAS",MA
"SANYAM COSMETICS - DDN","""BLOCK 52, THDC COLONY"", DEHRADUN","05","General Trade","9760529305",MA
"KISHOR MEDICOS - PREMNAGAR","OPP PETROL PUMP, NEAR UIT UNIVERSITY","7088000069","General Trade","PREM NAGAR",MA
"HARSH -----","","","General Trade","DHARAMPUR 2nd",MA
"ICONIC 11 - INDRAN NAGAR","""219, INDIRA NAGAR""","05","General Trade","Unassigned",MA
"BHATT MEDICOS - HARIDWAR ROAD","630 SHASTRI NAGAR, NEAR MEENARIKA CORE SERVICES","9897178788","General Trade","FUWARA CHOWK",MA
"OM DEPARTMENTAL STORE - THDC COLONY","THDC COLONY","","General Trade","DEHRA KHAS",MA
"RATHORE MEDICAL STORE - TURNER ROAD","NEAR MUKESH STORE, OPP BIKANER SWEETS","8937074410","General Trade","CLEMENT TOWN",MA
"MAA MEDICAL - MATA MANDIR ROAD","MATA MANDIR ROAD, SHOP CLOSED IN SEPT 2025","8630028682","General Trade","ZSHOP CLOSED",MA
"GROVER MARKETING - RISHIKESH","RISHIKESH","9690490000","General Trade","ZOUTER",MA
"VIPIN MEDICAL STORE - MATA MANDIR R","MATA MANDIR ROAD","7906154524","General Trade","RACE COURSE",MA
"VIJAY PROV STORE - LAL PULL","IN GALI OPP BADRI VISHAL LAL PULL","","General Trade","DEHRA KHAS",MA
"CAPTAINS WINE SPIRITS - DIT","UNIT OF JAHAJEE DEPARTMENTAL STORE, MUSSOORIE ROAD","0135-3144171","General Trade","ZSHOP CLOSED",MA
"CARE MEDICAL - GMS ROAD","GMS ROAD","","General Trade","ITBP-GOVIND GARH",MA
"VIJAY GEN STORE - CHANDAN NAGAR","CHANDAN NAGAR, NEAR BISHT PROV","9358101819","General Trade","RACE COURSE",MA
"BHARTI STORE - MACCHI BAZAR","PALTAN BAZAR","","General Trade","PALTAN BAZAR",MA
"S R ENTERPRISES - DDN","""9-A, GENERAL WING, PREMNAGAR""","Uttarakhand","General Trade","05",MA
"ASHISH MEDICOS - DEHRA KHAS","NEAR MAA SARDA STORE","9557148374","General Trade","DEHRA KHAS",MA
"MAHAWAR DEPT STORE - H.CHOWK","BAND BAZAR","","General Trade","ZSHOP CLOSED",MA
"WADHWA MARKETING - DDN","MACHI BAZAR, DEHRADUN","","General Trade","PALTAN BAZAR",MA
"GARG PROV STORE - KARANPUR","OPP AVTAR STORE","","General Trade","KARANPUR",MA
"SHANI PROVISION - KARANPUR","NEAR CHAWLA SWEET SHOP","8755365300","General Trade","KARANPUR",MA
"DEEPAK SAHANI PROV - KARANPUR","KARANPUR","8410764381","General Trade","KARANPUR",MA
"P K SALES - DOIWALA","DOIWALA","","General Trade","DHARAMPUR 2nd",MA
"NEW CITY CHEMIST - SHIMLA BYPASS RD","NEAR DOBHAL AND NAVI","9761431991","General Trade","CLEMENT TOWN II",MA
"A ONE PHARMACY - PATEL NAGAR","OPP BOBBY KITCHEN","8979131118","General Trade","DEHRA KHAS",MA
"BANWARI LAL ATAMA RAM - SAHARANPUR","SAHARANPUR CHOWK","","General Trade","Unassigned",MA
"GURU NANAK CHEMIST - MACCHI BAZAAR","OPP GURUDWARA","9412008480","General Trade","CHAKRATA ROAD",MA
"SIMRAN PHARMACY - MEHANT INDRESH","DDN","8077535855","General Trade","DEHRA KHAS",MA
"SHIV SHAKTI MEDICOS - MATA MANDIR","MATA MANDIR ROAD","9897593336","General Trade","RACE COURSE",MA
"NEW DEV MEDICOSE - LIC BUILDING","DHARAMPUR, SHIRA COMPLEX","7453888278","General Trade","DHARAMPUR 2nd",MA
"BALI MEDICOS - RAJPUR ROAD","RAJPUR ROAD","","General Trade","RAJPUR UPPER",MA
"MAA CHEMIST - KAMLA PALACE","OPP KAMLA PALACE","7895681620","General Trade","DEHRA KHAS",MA
"ARYAN GENERAL STORE - KAMLA PALACE","OPP KAMLA PALANCE HOTEL","9760325963","General Trade","ITBP-GOVIND GARH",MA
"NIHARIKA GENERAL STORE - KAMLA PALA","OPP KAMLA PALACE","9897425929","General Trade","ITBP-GOVIND GARH",MA
"KRISHNA PROVISION STORE - MANDI","NIRANJANPUR MANDI","7300663652","General Trade","DEHRA KHAS",MA
"AGGARWAL MEDICAL - BUDHI CHOWK","BUDHI CHOWK","7017188561","General Trade","ITBP-GOVIND GARH",MA
"MITHLESH AGRICULTURE - ITBP ROAD","NEXT TO ASHIRWAD DEPT STORE, GARHWAL COLONY","9650326398","General Trade","ITBP-GOVIND GARH",MA
"ROYAL MEDICAL - SEWLA KALA","OPP ANSH PROV, BANSAL HOME","7895852557","General Trade","CLEMENT TOWN II",MA
"JAN AUSHADHI KENDRA - SEWLA KALA","OPP KANISHK PROV",""7817848161","General Trade","9759750478"",MA
"H K AGGARWAL - DEHRAKHAS","AFTER HINDWAN DEPT STORE 500 METER","9897749999","General Trade","DEHRA KHAS",MA
"SHREE NARAYAN PHARMACY - NEHRU COLO","LAXMI CHOWK","8193837721","General Trade","FUWARA CHOWK",MA
"PANKAJ GEN STORE - NEHRU COLONY","NEHRU COLONY","9368906939","General Trade","FUWARA CHOWK",MA
"BHAWANI GARMENTS& COSMETICS- RAJPUR","RAJPUR UPPER NEAR SHEEL PROV","9548850586","General Trade","RAJPUR UPPER",MA
"CHAUHAN MEDICOS - NEAR LAVANA MALL","LAVANA MALL, 2 TO 4 PM CLOSED","9897637883","General Trade","MOHKAMPUR",MA
"SUGAN CHAND - RAJPUR","MDDA PARK UCO BANK","9412901813","General Trade","RAJPUR UPPER",MA
"AGGARWAL BEAUTY CONCEPT","""ALI PLAZA, KANWALI ROAD"", DEHRADUN","05","General Trade","9045450016",MA
"SMART VALUE STORE - KARGI","KARGI","7060857244","General Trade","KARGI",MA
"RASHI COLLECTION - PREMNAGAR","NEAR SONI MEDICOS (OPP SIDE)","9808590101","General Trade","PREM NAGAR",MA
