name,address,phone,type,delivery_route,beat_name,team_id
"K.G. VENTURES","KARGI, DOHRAN ROAD DOON UNIVERSITY ROAD","","General Trade","KARGI","KARGI",JA
"AFFAIRS PHARMACY PLUS","ITBP ROAD, NEAR VIKAS MALL","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"BAIJNATH TRADERS","RAJPUR ROAD, FRESH VILLA MART","+919779532229","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"SULEKH CHAND","NESHVILLA ROAD, NESHVILLA ROAD","+919927516351","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"VASHU TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SAMRIDHI STORE","KAULAGARH, KAULAGAR","+917895130048","General Trade","KAULAGARH","KAULAGARH",JA
"OLD VASUDEV","CHAKRATA ROAD","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"BALI EXCLUSIVE","PANDITVARI, PANDITVARI","","General Trade","PANDITVARI","PANDITVARI",JA
"CHAMOLI MEDICOS","DAKRA, DAKRA BAZAR","","General Trade","KAULAGARH","KAULAGARH",JA
"RASHI COLLECTION","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"AROMA GIFT GALLERY","KARANPUR, KARANPUR","+918171190542","General Trade","KARANPUR","KARANPUR",JA
"SAHIL","","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"RAWAT PRO STORE","CANTT ROAD, BALLUPUR OPP RELAINCE PETROL PUMP","","General Trade","KAULAGARH","KAULAGARH",JA
"SHIVAM STORE","KISHAN NAGAR, NEAR HP PHARMA","","General Trade","PANDITVARI","PANDITVARI",JA
"OLD VIPIN ELECTRICALS","GARHI CANTT, GARHI CANTT","+919756819801","General Trade","KAULAGARH","KAULAGARH",JA
"SUBHASH STORE","GARHI CANTT, GARHI CANTT","","General Trade","KAULAGARH","KAULAGARH",JA
"BHAGWATI STORE","ITBP ROAD, SEEMA DWAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"KEDAR BHAGWATI","GMS ROAD, OPP WADIA INSTITUTE","","General Trade","KAULAGARH","KAULAGARH",JA
"ANUJ DAIRY & DEPT.","SD ROAD, NALAPANI CHOWK","","General Trade","SD ROAD","SD ROAD",JA
"MATA DI GROCERY DAILY NEEDS","SD UPPER ROAD","+919831971984","General Trade","SD ROAD","SD ROAD",JA
"JAI NARAYAN MEDICAL","RAIPUR CHOWK, NEAR SHIV MANDIR","","General Trade","RAIPUR","RAIPUR",JA
"RAJESH PROV STORE","KAULAGARH, KAULAGARH","+919389330978","General Trade","KAULAGARH","KAULAGARH",JA
"CHAWLA PATANJALI STORE","PREM NAGAR, NEAR DEEP MEDICOS","","General Trade","PREM NAGAR","PREM NAGAR",JA
"JEPAA GEN STORE","SEWLA KALA, NEAR KARTIK MEDICAL","+919557223322","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SS FAST FOOD","JOGIWALA, JOGIWALA","+919410708700","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"VIJAY LAXMI STORE","RING ROAD, RING ROAD","+919720336622","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"BHAWANI MEDICOS","CANAL ROAD, NEAR BALA SUNDRI MANDIR","+918006901092","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"THE GROCER'S","AJABPURKALA, RACE COURSE","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"TOUCH WOOD CHEMIST","DILARAM CHOWK, DILARAM CHOWK","+918383808662","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"VIJAY SAHNI","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"VINUS ELECTRICALS","SD ROAD, NEAR UNIYAL GEN STORE","+919897755524","General Trade","SD ROAD","SD ROAD",JA
"KUMAR SERVICE","CHANDARBANI, CHANDARBANI","+919897296259","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SATISH ELECTRICALS","FUWARA CHOWK, FUWARA CHOWK","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"RAWAT MEDICAL","AJABPUR, AJABPUR","+919927569293","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"OLD SAJWAN ENTERPRISES","NEHRU GRAM, NEAR ANNAPURNA STORE","+919927678423","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"KHANDURI ELECTRICALS","RING ROAD, CLOSED DUE TO BAD PAYMENT","+917248321993","General Trade","SHOP CLOSED","SHOP CLOSED",JA
"ARJUN ELECTICALS","SD ROAD, NEAR DAUGHTER CHEMIST","","General Trade","SD ROAD","SD ROAD",JA
"GARG ELECTRICALS","SD ROAD, SD ROAD","+917536057490","General Trade","SD ROAD","SD ROAD",JA
"ASHWAL ELECTRICALS","SD ROAD, SD ROAD","+919627074000","General Trade","SD ROAD","SD ROAD",JA
"ANSHUL","OFFICE","","General Trade","KARANPUR","KARANPUR",JA
"RANJEET","STAFF","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"OM ELECTRICALS","MAJRA, MAJRA","+918272814743","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"OM MATA MEDICAL","MATAWALI ROAD, MATA WALI ROAD","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"JAISWAL FRESH","DHARAMPUR, DHARAMPUR","+919997666957","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"STOP & SHOP","RING ROAD, RING ROAD","+918909079438","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"GAYATRI MEDICAL","RING ROAD, RING ROAD","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"GANPATI MEDICAL","BADRIPUR ROAD, NEAR PINK MEDICOS","+919410209122","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"OLD ARORA PROV STORE","RISHIKESH, RISHIKESH","+919897138930","General Trade","RISHIKESH","RISHIKESH",JA
"NARESH STORE","NESHVILLA ROAD, NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"VN STORE","NESHVILLA ROAD, NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"SHAKUMBARI MEDICAL STORE","PANDITAV, PANDITVARI","","General Trade","PANDITVARI","PANDITVARI",JA
"UNIYAL DAILY NEEDS","RISHIKESH, KAILASH GATE","+918057555865","General Trade","RISHIKESH","RISHIKESH",JA
"DHIRAJ ELECTRICALS","TAPKESHWAR RD, TAPKESHWAR ROAD","+917500170874","General Trade","KAULAGARH","KAULAGARH",JA
"PRAGATI GEN STORE","SEEMA DWAR, SEEMA DWAR","+919412914938","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"VASUDEV EXCLUSIVE","CHAKRATA ROAD, NEAR PRABHAT HALL, DEHRADUN 248001","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SINGH MEDICAL","AJABPURKALA, 8192941288","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"KOTHARI MEDICAL","RISHIKESH, RISHIKESH","+919897314336","General Trade","RISHIKESH","RISHIKESH",JA
"RICHA GEN STORE","CANAL ROAD, CANAL ROAD","+919927152727","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"CONNECT2SELL INDIA PVT. LTD.","SD R, SD ROAD","+910135359358","General Trade","SD ROAD","SD ROAD",JA
"BALAJI MEDICAL STORE","CHANDRABANI, CHANDRABANI","+918445836968","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SHREE BAJRANG PATTAL STORE","RISHIK, RISHIKESH","","General Trade","OUTER","OUTER",JA
"SUBHKAMA GEN STORE","DOBHAL CHOWK, NEHRU GRAM","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"NAUTIYAL BAKER'S","RING ROAD, RING ROAD","+918864984552","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"SUPER SAVER GROCERY MART","RING ROA, RING ROAD","+919650655137","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"MAX STORE","PREM NAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"TOMAR SUPER MARKET","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"JOSHI MEDICAL","GOVIND GARH, GOVIND GARH","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"PISHORI LAL & SONS","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"BALI ENTERPRISES","PREMNAGAR, THAKURPUR ROAD","","General Trade","PREM NAGAR","PREM NAGAR",JA
"MEDIRAK HEALTHCARE","KANWALI ROAD, KANWALI ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NAUTIYAL GEN STORE","ITBP ROAD, ITPB ROAD","+917017606445","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ASHA PHARMACY","JOGGIWALA, JOGGIWALA","+919412054474","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"DIAMOND SEA","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"KUMAR ELECTRICALS","CHANDRBANI, CHANDRBANI","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"UK12 STORE","BANSAL HOME","+918433106368","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"HAPPY HEALTH SWADESHI HEBAL MART","SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"KOHLI & SONS","KOTWALI, KOTWALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SANGAM DAIRY AND PRO STORE","CANAL, CANALR ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"ANNAPURNA STORE","SHESHPUR, SHESHPUR, TRNS - NEGI TRANSPORT","+917895991009","General Trade","RISHIKESH","RISHIKESH",JA
"NARULA ENTERPRISES","RAIPUR, NEAR JOLLY MEDICAL","+919634128915","General Trade","RAIPUR","RAIPUR",JA
"SANJEEVNI MEDICAL HALL","DOON HOSPI, DOON HOSPITAL","+919917806938","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"DHANRAJ STORE","GOVIND GARH, GOVIND GARH","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"BHARAT MEDICAL STORE","GOVIND GARH, OPP DHANRAJ STORE","+918126922934","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OLD BUTTERFLY GIFT SHOP","ANURAG CH, ANURAG CHOWK","","General Trade","SHOP CLOSED","SHOP CLOSED",JA
"CAR KING","KISHAN NAGAR CHOWK, KISHAN NAGAR CHOWK","+917017974269","General Trade","PANDITVARI","PANDITVARI",JA
"RAO CAR","BALLUPUR CHOWK, BALLUPUR CHOWK","+919412047654","General Trade","KAULAGARH","KAULAGARH",JA
"WADHWA MOTORS AND DECORATER","KISHA, KISHAN NAGAR CHOWK","+917500093355","General Trade","PANDITVARI","PANDITVARI",JA
"BHARAT ELECTRICAL","MAJRA, NEAR ALSHIFA MEDICAL MAJRA","+919536064821","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"RAJ DHARAN STORE","SEWLA KALA, SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MADHU ELECTRICALS","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"ASHWAL ELECTRICALS","ARAGHAR, NEAR HANUMAN MANDIR","+919412007764","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"R K ELECTRICALS","SURI CHOWK, RACE COURSE","+918979738945","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"DARSHAN SINGH","DILARAM CHOWK, DILARAM CHOWK","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"BANGARI PROV STORE","DHARAMPUR, NEAR SBI BANK","+919758517197","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"PHARMACIST EXPERT PVT LTD","JHAKHA, DOON VIHAR OPP LIFE CARE PHARMACY","+918979220229","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"INDIAN MEDICAL","DOON HOSPITAL, DOON HOSPITAL","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"FAYDA BAZAR","RING ROAD, RING ROAD","+919719591739","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"NEGI MINI MART","GANGOTRI VIHAR, GANGOTRI VIHAR","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"18+ CIGRAT SHOP","JHAKHAN, JHAKHAN","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"GURU KRIPA FAMILY CAMP","BALLUPUR, BALLUPUR CHOWK","+919897346932","General Trade","KAULAGARH","KAULAGARH",JA
"ABHISHEK MEDICAL","KARANPUR, NEAR VAISH NURSING HOME","","General Trade","KARANPUR","KARANPUR",JA
"ASHISH STORE","SD ROAD, NEAR CROOM CUSTOMER","","General Trade","SD ROAD","SD ROAD",JA
"NEW STATIONARY","SEEMA DWAR, SEEMA DWAR","+919410390851","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"GERA MEDICAL STORE","CHAKRATA ROAD, CHAKRATA ROAD","999967694","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"AJAY THAPA","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"AMAN ELECTRICALS","BALLUPUR, UPASNA COMPLEX","+919760434400","General Trade","KAULAGARH","KAULAGARH",JA
"SAMEER ELECTRICALS","BALLUPUR, USHA COMPLEX","+919897435085","General Trade","KAULAGARH","KAULAGARH",JA
"DUSHANT KOHLI","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"PANKAJ GEN STORE","FUWARA CHOWK, FUWARA CHOWK","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"NEW HIMALAYAN ELECTRICALS","SEEMA D, NEAR ADRIKA STORE","+919719664530","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"JP & COMPANY","INDER ROAD, INDER ROAD","+919412053120","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"BISHT PRO STORE","AJABPURKALA, AJABPURKALA","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SANJIVANI MEDICOS","RAIPUR, RAIPUR","+918077302662","General Trade","RAIPUR","RAIPUR",JA
"RAWAT MEDICAL","RAIPUR, RAIPUR","+917895303963","General Trade","RAIPUR","RAIPUR",JA
"SEMWAL MEDICAL","RAIPUR, RAIPUR","+918077418103","General Trade","RAIPUR","RAIPUR",JA
"GARHWAL MEDICAL","RAIPUR, RAIPUR","+918192882488","General Trade","RAIPUR","RAIPUR",JA
"SHIV MEDICOS","RING ROAD, RING ROAD","+919627316091","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"BUTTERFLY GIFT SHOP","USHA COMPLEX, BALLUPUR CHOWK","","General Trade","KAULAGARH","KAULAGARH",JA
"R.K. ENTERPRISES CHEMIST","JHAKHAN, JHAKHAN","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"PICK N PAY","RISHIKESH, RISHIKESH","+917895433887","General Trade","RISHIKESH","RISHIKESH",JA
"SR AND ASSOCIATES","TAPOVAN, TAPOVAN, 8077767381","+918630911074","General Trade","RISHIKESH","RISHIKESH",JA
"MADHU BROTHERS & CHEMIST","KAULAGAR, KAULAGARH","","General Trade","KAULAGARH","KAULAGARH",JA
"OLD GARHWAL STORE","KAULAGARH, KAULAGARH","+919897211608","General Trade","PANDITVARI","PANDITVARI",JA
"AKSHAY ELECTRICALS","GOVIND GARH, GOVIND GARH","+919897407170","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"KHANDURI MEDICAL","GOVIND GARH, GOVIND GARH","+917983555196","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"MAHAVEER STORE","YAMUNA COLONY, YAMUNA COLONY","+919756145404","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"PRAGYA MEDICOS","KANWALI ROAD, KANWALI ROAD","+918979700569","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OM MEDICAL","LOVELY MARKET, LOVELY MARKET","+919639466020","General Trade","PANDITVARI","PANDITVARI",JA
"MANISH THAPA","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"KISHAN STORE","SEWLA KALA, SEWLA KALA","+917895144414","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"LAKHERA ELECTRICAL","TURNER ROAD, NEAR HIMGIRI STORE","+917060463772","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SATHVIK TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","+918938880977","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"NAINA STATIONARY","IT PARK, IT PARK","+917906719362","General Trade","SD ROAD","SD ROAD",JA
"SHIVALIYE MEDICAL STORE","RAIPUR, NEAR SHIV MANDIR","+918477087275","General Trade","RAIPUR","RAIPUR",JA
"CLASSIC DAILY NEEDS","OPP IMA BLOOD, VIJAY PARK","+919756002727","General Trade","PANDITVARI","PANDITVARI",JA
"SATYAM MEDICAL STORE","PREMNAGAR, NEAR MAKINS STORE","","General Trade","PREM NAGAR","PREM NAGAR",JA
"LAXMI GEN STORE","RING ROAD, RING ROAD","+918909300615","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"JANTA PRO STORE","AJABPURKALA, AJABPURKALA","+918923085929","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"JAI MATA STORE","CAPITAL HEIGHTS, CAPITAL HEIGHTS","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"POONAM MEDICAL","JOGIWALA, JOGIWALA","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"ADOOJ GIFT","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"GEETA COSMTICS","PALTAN BAZAR, SHRIMAL BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SG BAL KRISHAN","KOTWALI, KOTWALI","+917983665067","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"LUCKY TRADING","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"CHAWLA DAWA KHANA","DHAMAWALA, DHAMAWALA","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"AMIR TELECOM","GARHI CANTT, GARHI CANTT","+918909312678","General Trade","KAULAGARH","KAULAGARH",JA
"HARSH ELECTRICALS","PREMNAGAR, PREMNAGAR, 9897444981","+919897444981","General Trade","PREM NAGAR","PREM NAGAR",JA
"SALMAN COSMETICS","KARGI, KARGI","+919634229221","General Trade","KARGI","KARGI",JA
"THE COSMETIC CAFE","KEDARPURAM, DEEP NAGAR","+917055641234","General Trade","KEDARPURAM","KEDARPURAM",JA
"KASHYAP MEDICOS","SEWLA KALAN, SEWLA KALAN","+916397108469","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"JATIN PHARMA","DEVKI COMPLEX, DEVKI COMPLEX","+918191097969","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"ABHAY COSMETICS","RING ROAD, RING ROAD","","General Trade","HARRAWALA","HARRAWALA",JA
"RASIK RAM","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"YOGESH KANGAN","JHANDA BAZAR, JHANDA BAZR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"PASHUPATI POOJA BHANDAR","HCHOWK, HANUMAN CHOWK","+919756252660","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"INDER PRAKASH VIJAY KUMAR","HCHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"BALAJI COSMETICS","GOVIND GARH, GOVIND GARH","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"CITY LIGHTS ELECTRICALS","CANAL RD, CANAL ROAD","+918979213436","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"OM MEDICAL","INDIRA NAGAR, OPP MAMA MOMOS","+917017390147","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"B.LAL & COMPANY","TAPOVAN, TAPOVAN","+919412974562","General Trade","RAIPUR","RAIPUR",JA
"DANGWAL BOOK DEPOT","CHARKI GATE, NEAR JN STORE","+919760645866","General Trade","KAULAGARH","KAULAGARH",JA
"NEW HARSH ELECTRICALS","PREM NAGAR, SMITH NAGAR","+919897762834","General Trade","PREM NAGAR","PREM NAGAR",JA
"OLD ARUSH MEDICAL STORE","BALLIWAL, BALLIWALA CHOWK","+918006346235","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OLD SUPER KANGAN STORE","KOTWALI, KOTWALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"NEHA COSMETICS","SEWLA KALAN, SEWLA KALAN","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"NASA PHARMACEUTICAL PVT. LTD.","SEWLA KALA","+917896988890","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"INDU COSMETICS","CLEMENT TOWN, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"M.L. TRADERS","PALTAN BAZAR, NEAR KOTWALI","+910135271396","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GULATI GEN STORE","PALTAN BAZAR, PALTAN BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SURYA MEDICAL","NEHRU COLONY, OPP MAHA LAXMI","+919458131886","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"DIVYA COSMETICS","HANUMAN CHOWK, HANUMAN CHOWK","+919520749057","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"AGGARWAL SUPER STORE","GARHI CHOWK, GARHI CHOWK","+919719368744","General Trade","KAULAGARH","KAULAGARH",JA
"KESHAV ENTERPRISES","RING ROAD, OPP SUBHADRA MEDICOS","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"KITTU COSMETIC","RAIPUR ROAD, RAIPUR ROAD","+919917576444","General Trade","RAIPUR","RAIPUR",JA
"SWASTIK MEDICAL","RAIPUR ROAD, RAIPUR ROAD","+917017602750","General Trade","KARANPUR","KARANPUR",JA
"KULDEEP ELECTRICALS","KAULAGARH, KAULGARH","+919870661600","General Trade","KAULAGARH","KAULAGARH",JA
"VINAYAK MEDICOS","ITBP ROAD, NEAR PRAGITI STORE","973924845","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ARORA STORE","GMS ROAD, SEWLA KALAN CHOWK","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"TOP CHEMIST","GANDHI GARAM, OPP SHANI BALA JI MADNDIR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"BABU LAL GENERAL STORE","CHANDAN, CHANDAN NAGAR","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"CHIMSEE GENERAL STORE","CHANDAN NAG, CHANDAN NAGAR","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"AD SUPER STORE","SUBHASH NAGAR, SUBHASH NAGAR","+918475955047","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"BHATT MEDICAL","KARGI, NEAR SHRI RAMA ENT","+919412008470","General Trade","KARGI","KARGI",JA
"ADITYA MEDICAL","BANGALI KHOTI, KARGI","+917457019175","General Trade","KARGI","KARGI",JA
"PANT DEPT STORE","KARGI, KARGI","+919557775500","General Trade","KARGI","KARGI",JA
"PARASHREE MEDICARE","SARASWATI VIHA, SARASWATI VIHAR","+919758343001","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"NEW LIFE LINE MEDICOS","DEHRA KHAS, DEHRA KHAS","+919520820435","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"KRITARATH WOMEN COLLECTION","KARGI, NEAR HIMAK","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"BHANDARI GEN STORE","JHANDA BAZAR, JHANDA BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"NEW KANHA JI MEDICAL","BALLIWALA, BALLIWALA","+919058285400","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"TRENZ GIFT & FASHION ARCADE","DHARAMPUR","+919897455133","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"PANWAR GEN STORE","NESHVILLA ROAD, NESHVILLA ROAD","+918285018045","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"LAXMI DAILY NEEDS ND BAKERS","SD RD, SD ROAD","+918865081325","General Trade","SD ROAD","SD ROAD",JA
"EXPERT SOLAR & POWER SOLUTIONS","SD ROAD","+919997563866","General Trade","SD ROAD","SD ROAD",JA
"AJAY CHANNA","","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"YASH COSMETICS","KAULAGARH, KAULAGARH","","General Trade","KAULAGARH","KAULAGARH",JA
"RADHE RADHE MEDICAL","MEHANT INDERS, MEHANT INDRESH","+919675757574","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"NEW CHEMIST","PATEL NAGAR, PATEL NAGAR","+919760622834","General Trade","PATEL NAGAR","PATEL NAGAR",JA
"POOJA ENTERPRISES","DEVKI COMPLEX, DEVKI COMPLEX","+919675777455","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"LAPTOP SURGEON","CHAKRATA ROAD, OPP CAPRI TRADE CENTRE","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OLD MULTI GIFT SHOP","CLEMENT TOWN, TIBITI COLONY NEAR GOLDEN TEMPLE, ONE BILL PAYMENT ONLY","+918954420595","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"JETHI'S EVERYDAY EMPORIUM","ITBP RD, ITBP ROAD","+917060831057","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"CHERRY MERRY BAKERS","YAMUNA COLONY, 29 YAMUNA COLONY","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"COMBINED MEDICAL","INDRESH HOSPITAL, OPP INDRESH HOSPITAL","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"GANPATI MEDICAL","DEHRA KHAS, DEHRA KHAS","+919355707644","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SAJWAN MEDICAL STORE","SHASTRI NAGA, NEAR RAJEEV NAGAR","+917505167308","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"YAS COSMETICS","AJABPURKALA, AJABPURKALA","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"BABU ELECTRICALS","DILARAM CHOWK, GURDUWARA SAHIB","+919758038555","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"DOON DRUG HOUSE","DL ROAD, DL ROAD","+918126235316","General Trade","KARANPUR","KARANPUR",JA
"UNIVERSAL PRO STORE","SD ROAD, OPP INDIAN PETROL PUMP","+919897447197","General Trade","SD ROAD","SD ROAD",JA
"AMBIKA GEN STORE","SD ROAD, OPP SHRI STORE","+917895330384","General Trade","SD ROAD","SD ROAD",JA
"RAB FOODMART LLP","SUBHASH ROAD","+919997179966","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
