name,address,phone,type,delivery_route,team_id
"KONNECT INDIA - SD ROAD","""SHOP NO3, GREEN VIEW APARTMENT"", ""SD ROAD","Uttarakhand","General Trade","05",JA
"ARJUN ELECTICALS - SD ROAD","NEAR DAUGHTER CHEMIST, SD ROAD","","General Trade","SD ROAD",JA
"GARG ELECTRICALS - SD ROAD","SD ROAD","7536057490","General Trade","SD ROAD",JA
"ASHWAL ELECTRICALS - SD ROAD","SD ROAD, PACIFIC GOLF","9627074000","General Trade","SD ROAD",JA
"ANSHUL - OFFICE","","","General Trade","KARANPUR",JA
"RANJEET - STAFF","","","General Trade","CLEMENT TOWN",JA
"OM ELECTRICALS - MAJRA","MAJRA","8272814743","General Trade","CLEMENT TOWN",JA
"OM MATA MEDICAL - MATAWALI ROAD","MATA WALI ROAD","","General Trade","AJABPUR RACE COURSE",JA
"JAISWAL FRESH - DHARAMPUR","DHARAMPUR, BAD PAYMENT","9997666957","General Trade","DHARAMPUR 1ST",JA
"OLD SHIVAYE SUPER STORE - DEFENCE C","""275, KHATRI MARG"", DEFENCE COLONY","05","General Trade","8755679473",JA
"STOP & SHOP - RING ROAD","RING ROAD","89090794387","General Trade","MOHKAMPUR",JA
"GAYATRI MEDICAL - RING ROAD","RING ROAD","","General Trade","MOHKAMPUR",JA
"GANPATI MEDICAL - BADRIPUR ROAD","NEAR PINK MEDICOS, JOGGIWALA","9410209122","General Trade","FUWARA CHOWK",JA
"ASHTHA VINAYAK TRADING CO. - DDN","""28, MAHADEV VIHAR, GMS ROAD""","Uttarakhand","General Trade","05",JA
"OLD ARORA PROV STORE - RISHIKESH","RISHIKESH, LAXMAN JHULLA ROAD","9897138930","General Trade","RISHIKESH",JA
"NARESH STORE - NESHVILLA ROAD","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD",JA
"VN STORE - NESHVILLA ROAD","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD",JA
"MANISHA ENETERPRISES - DDN","""29/A, TRANSPORT NAGAR, DEHRADUN""","Uttarakhand","General Trade","05",JA
"SHAKUMBARI MEDICAL STORE - PANDITAV","PANDITVARI","","General Trade","PANDITVARI",JA
"PUNDIR TRADERS - RISHIKESH","""TAPOVAN, RISHIKESH""","05","General Trade","8218376806",JA
"VRAT MEGA MART - RISHIKESH","""VIDYA BHAWAN, 40/1 RAILWAY ROAD"", RISHIKESH","05","General Trade","9456753040",JA
"UNIYAL DAILY NEEDS - RISHIKESH","KAILASH GATE, RISHIKESH","8057555865","General Trade","RISHIKESH",JA
"RAKSAN MEDICINES - FATEHPUR","""CHOWK NO 7, S.S. COMPLEX NEAR SHIV"", MANDIR JEEWAN WALA FATHEPUR","05","General Trade","9412937720",JA
"DHIRAJ ELECTRICALS - TAPKESHWAR RD","TAPKESHWAR ROAD","7500170874","General Trade","KAULAGARH",JA
"PRAGATI GEN STORE - SEEMA DWAR","SEEMA DWAR","9412914938","General Trade","ITBP-GOVIND GARH",JA
"VASUDEV EXCLUSIVE - CHAKRATA ROAD","NEAR PRABHAT HALL, CHAKRAT ROAD, DEHRADUN 248001","","General Trade","HANUMAN CHOWK",JA
"SINGH MEDICAL - AJABPURKALA","8192941288","","General Trade","AJABPUR RACE COURSE",JA
"KOTHARI MEDICAL - RISHIKESH","RISHIKESH","9897314336","General Trade","RISHIKESH",JA
"RICHA GEN STORE - CANAL ROAD","CANAL ROAD","9927152727","General Trade","RAJPUR LOWER",JA
"CONNECT2SELL INDIA PVT. LTD. - SD R","SD ROAD","0135-3593580","General Trade","SD ROAD",JA
"BALAJI MEDICAL STORE - CHANDRABANI","CHANDRABANI","8445836968","General Trade","CLEMENT TOWN II",JA
"AAJ ENTERPRISES - RISHIKESH","""SHANTI NAGAR, RISHIKESH""","05","General Trade","7310721785",JA
"RAUTELA ENTERPRISES - RISHIKESH","""A-6, JOHAR COMPLES RISHIKESH""","05","General Trade","9897051501",JA
"SHREE BAJRANG PATTAL STORE - RISHIK","RISHIKESH","","General Trade","OUTER",JA
"SUBHKAMA GEN STORE - DOBHAL CHOWK","NEHRU GRAM","","General Trade","MOHKAMPUR",JA
"NAUTIYAL BAKER'S - RING ROAD","RING ROAD, MOHKAMPUR","8864984552","General Trade","MOHKAMPUR",JA
"SUPER SAVER GROCERY MART - RING ROA","RING ROAD","9650655137","General Trade","MOHKAMPUR",JA
"MAX STORE - PREM NAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"TOMAR SUPER MARKET - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"JOSHI MEDICAL - GOVIND GARH","GOVIND GARH","","General Trade","ITBP-GOVIND GARH",JA
"PISHORI LAL & SONS - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"BALI ENTERPRISES - PREMNAGAR","THAKURPUR ROAD","","General Trade","PREM NAGAR",JA
"MEDIRAK HEALTHCARE - KANWALI ROAD","KANWALI ROAD","","General Trade","ITBP-GOVIND GARH",JA
"NAUTIYAL GEN STORE - ITBP ROAD","ITPB ROAD","7017606445","General Trade","ITBP-GOVIND GARH",JA
"ASHA PHARMACY - JOGGIWALA","JOGGIWALA","9412054474","General Trade","FUWARA CHOWK",JA
"DIAMOND SEA - CROSS ROAD MALL","""F 11 1ST FLOOR, OLD DURVEY ROAD"", DEHRADUN","05","General Trade","7055825848",JA
"DIAMOND SEA - TURNER ROAD","TURNER ROAD","","General Trade","CLEMENT TOWN",JA
"KUMAR ELECTRICALS - CHANDRBANI","CHANDRBANI","","General Trade","CLEMENT TOWN II",JA
"UK12 STORE","BANSAL HOME","8433106368","General Trade","CLEMENT TOWN II",JA
"HAPPY HEALTH SWADESHI HEBAL MART","SEWLA KALA","","General Trade","CLEMENT TOWN II",JA
"THE MADDOX COMPANY - KANWALI ROAD","""49, KANWALI ROAD"", DEHRADUN","05","General Trade","8006000013",JA
"KOHLI & SONS - KOTWALI","KOTWALI","","General Trade","HANUMAN CHOWK",JA
"KUBER TRADER - VILLIAN","""14, OM SUPER BAZAR RAILWAY ROAD"", ""BAZARIA","Uttar Pradesh","General Trade","09",JA
"BINGE STORE - NEW CANNT","""16-B, NEW CANTT ROAD"", HATHIBARKHALA","05","General Trade","Unassigned",JA
"SANGAM DAIRY AND PRO STORE - CANAL","CANALR ROAD","","General Trade","RAJPUR LOWER",JA
"ANNAPURNA STORE - SHESHPUR","SHESHPUR, TRNS - NEGI TRANSPORT","7895991009","General Trade","RISHIKESH",JA
"NARULA ENTERPRISES - RAIPUR","NEAR JOLLY MEDICAL","9634128915","General Trade","RAIPUR",JA
"SANJEEVNI MEDICAL HALL - DOON HOSPI","DOON HOSPITAL","9917806938","General Trade","DOON HOSPITAL",JA
"DHANRAJ STORE - GOVIND GARH","GOVIND GARH","","General Trade","ITBP-GOVIND GARH",JA
"BHARAT MEDICAL STORE - GOVIND GARH","OPP DHANRAJ STORE","8126922934","General Trade","ITBP-GOVIND GARH",JA
"OLD BUTTERFLY GIFT SHOP - ANURAG CH","ANURAG CHOWK","","General Trade","SHOP CLOSED",JA
"CAR KING - KISHAN NAGAR CHOWK","KISHAN NAGAR CHOWK, 9837077977","7017974269","General Trade","PANDITVARI",JA
"RAO CAR - BALLUPUR CHOWK","BALLUPUR CHOWK","9412047654","General Trade","KAULAGARH",JA
"WADHWA MOTORS AND DECORATER - KISHA","KISHAN NAGAR CHOWK, 7351512175","7500093355","General Trade","PANDITVARI",JA
"BHARAT ELECTRICAL - MAJRA","NEAR ALSHIFA MEDICAL MAJRA","9536064821","General Trade","CLEMENT TOWN II",JA
"RAJ DHARAN STORE - SEWLA KALA","SEWLA KALA","","General Trade","CLEMENT TOWN II",JA
"MADHU ELECTRICALS - DHARAMPUR","DHARAMPUR","","General Trade","DHARAMPUR 1ST",JA
"ASHWAL ELECTRICALS - ARAGHAR","NEAR HANUMAN MANDIR","9412007764","General Trade","DHARAMPUR 1ST",JA
"R K ELECTRICALS - SURI CHOWK","RACE COURSE","8979738945","General Trade","DHARAMPUR 1ST",JA
"DARSHAN SINGH - DILARAM CHOWK","DILARAM CHOWK","","General Trade","RAJPUR LOWER",JA
"MAHENDRA HEALTHCARE - DEHRADUN","""SHOP NO 6, SHAURYA RESIDENCY"", DEHRADUN","05","General Trade","9355522077",JA
"BANGARI PROV STORE - DHARAMPUR","NEAR SBI BANK","9758517197","General Trade","DHARAMPUR 1ST",JA
"VASU HEALTHCARE PVT. LTD. - GHZB","""311-B, RANJIT SINGH COMPOUND, 1ST""","","General Trade","0",JA
"PHARMACIST EXPERT PVT LTD - JHAKHA","DOON VIHAR OPP LIFE CARE PHARMACY","8979220229","General Trade","RAJPUR UPPER",JA
"INDIAN MEDICAL - DOON HOSPITAL","DOON HOSPITAL","","General Trade","DOON HOSPITAL",JA
"FAYDA BAZAR - RING ROAD","RING ROAD","9719591739","General Trade","MOHKAMPUR",JA
"NEGI MINI MART - GANGOTRI VIHAR","GANGOTRI VIHAR","","General Trade","RAJPUR LOWER",JA
"18+ CIGRAT SHOP - JHAKHAN","JHAKHAN","","General Trade","RAJPUR UPPER",JA
"NARAYAN BOOK HOUSE & STATIONARY","""32/6 KISHANPUR CANAL ROAD, GUSAI"", ""ENCLAVE","Uttarakhand","General Trade","05",JA
"GURU KRIPA FAMILY CAMP - BALLUPUR","BALLUPUR CHOWK","9897346932","General Trade","KAULAGARH",JA
"BALUNI CARGO - TRANSPORT","","","General Trade","Unassigned",JA
"RAJ KAMAL TRANSPORT - TRANSPORT","","","General Trade","Unassigned",JA
"ABHISHEK MEDICAL - KARANPUR","NEAR VAISH NURSING HOME, 9897745672","","General Trade","KARANPUR",JA
"ASHISH STORE - SD ROAD","NEAR CROOM CUSTOMER","","General Trade","SD ROAD",JA
"VLCC LEDGER","","","General Trade","Unassigned",JA
"NEW STATIONARY - SEEMA DWAR","SEEMA DWAR","9410390851","General Trade","ITBP-GOVIND GARH",JA
"GERA MEDICAL STORE - CHAKRATA ROAD","CHAKRATA ROAD","999967694","General Trade","HANUMAN CHOWK",JA
"AJAY THAPA","","","General Trade","DHARAMPUR 2ND",JA
"AMAN ELECTRICALS - BALLUPUR","UPASNA COMPLEX","9760434400","General Trade","KAULAGARH",JA
"SAMEER ELECTRICALS - BALLUPUR","USHA COMPLEX","9897435085","General Trade","KAULAGARH",JA
"DUSHANT KOHLI","","","General Trade","DHARAMPUR 2ND",JA
"PANKAJ GEN STORE - FUWARA CHOWK","FUWARA CHOWK","","General Trade","FUWARA CHOWK",JA
"NEW HIMALAYAN ELECTRICALS - SEEMA D","NEAR ADRIKA STORE","9719664530","General Trade","ITBP-GOVIND GARH",JA
"JP & COMPANY - INDER ROAD","INDER ROAD, OPP DR KAMRA","9412053120","General Trade","DHARAMPUR 2ND",JA
"BISHT PRO STORE - AJABPURKALA","AJABPURKALA","","General Trade","AJABPUR RACE COURSE",JA
"SANJIVANI MEDICOS - RAIPUR","RAIPUR, EXTREME BAD PAYMENT ONLY CASH","8077302662","General Trade","RAIPUR",JA
"RAWAT MEDICAL - RAIPUR","RAIPUR","7895303963","General Trade","RAIPUR",JA
"SEMWAL MEDICAL - RAIPUR","RAIPUR","8077418103","General Trade","RAIPUR",JA
"GARHWAL MEDICAL - RAIPUR","RAIPUR","8192882488","General Trade","RAIPUR",JA
"SHIV MEDICOS - RING ROAD","RING ROAD","9627316091","General Trade","MOHKAMPUR",JA
"BUTTERFLY GIFT SHOP - USHA COMPLEX","BALLUPUR CHOWK","","General Trade","KAULAGARH",JA
"AAR KAY TRADERS - NEW DLEHI","""E191, BASEMENT, LAJPAT NAGAR-1""","Delhi","General Trade","07",JA
"R.K. ENTERPRISES CHEMIST - JHAKHAN","JHAKHAN","","General Trade","RAJPUR UPPER",JA
"PICK N PAY - RISHIKESH","RISHIKESH","7895433887","General Trade","RISHIKESH",JA
"SR AND ASSOCIATES - TAPOVAN","TAPOVAN, RISHIKESH, 8077767381","8630911074","General Trade","RISHIKESH",JA
"MADHU BROTHERS & CHEMIST - KAULAGAR","KAULAGARH","","General Trade","KAULAGARH",JA
"OLD GARHWAL STORE - KAULAGARH","KAULAGARH","9897211608","General Trade","PANDITVARI",JA
"AKSHAY ELECTRICALS - GOVIND GARH","GOVIND GARH","9897407170 9719219137","General Trade","ITBP-GOVIND GARH",JA
"KHANDURI MEDICAL - GOVIND GARH","GOVIND GARH","7983555196","General Trade","ITBP-GOVIND GARH",JA
"MAHAVEER STORE - YAMUNA COLONY","YAMUNA COLONY","9756145404","General Trade","ITBP-GOVIND GARH",JA
"PRAGYA MEDICOS - KANWALI ROAD","KANWALI ROAD","8979700569","General Trade","ITBP-GOVIND GARH",JA
"OM MEDICAL - LOVELY MARKET","LOVELY MARKET","9639466020","General Trade","PANDITVARI",JA
"VAIDEHI ENTERPRISES - DEHRADUN","""H NO 8, MASANDAWALA"", KAULAGARH ROAD","05","General Trade","Unassigned",JA
"SHARP TRADING CORPORATION","DEHRADUN","","General Trade","OTHER",JA
"MANISH THAPA","","","General Trade","DHARAMPUR 2ND",JA
"KISHAN STORE - SEWLA KALA","SEWLA KALA","7895144414","General Trade","CLEMENT TOWN II",JA
"LAKHERA ELECTRICAL - TURNER ROAD","NEAR HIMGIRI STORE","7060463772","General Trade","CLEMENT TOWN",JA
"SATHVIK TRADERS - HANUMAN CHOWK","HANUMAN CHOWK","8938880977","General Trade","HANUMAN CHOWK",JA
"NAINA STATIONARY - IT PARK","IT PARK","7906719362","General Trade","SD ROAD",JA
"SHIVALIYE MEDICAL STORE - RAIPUR","NEAR SHIV MANDIR","8477087275","General Trade","RAIPUR",JA
"CLASSIC DAILY NEEDS - OPP IMA BLOOD","VIJAY PARK","9756002727","General Trade","PANDITVARI",JA
"SATYAM MEDICAL STORE - PREMNAGAR","NEAR MAKINS STORE","","General Trade","PREM NAGAR",JA
"SIDDHBALI ENTERPRISES - ROORKEE","""D-344, SUBHASH NAGAR"", ROORKEE","05","General Trade","9837087114",JA
"LAXMI GEN STORE - RING ROAD","RING ROAD","8909300615","General Trade","MOHKAMPUR",JA
"JANTA PRO STORE - AJABPURKALA","AJABPURKALA","8923085929","General Trade","AJABPUR RACE COURSE",JA
"JAI MATA STORE - CAPITAL HEIGHTS","CAPITAL HEIGHTS","","General Trade","ITBP-GOVIND GARH",JA
"POONAM MEDICAL - JOGIWALA","JOGIWALA","","General Trade","FUWARA CHOWK",JA
"ADOOJ GIFT - DHARAMPUR","DHARAMPUR","","General Trade","DHARAMPUR 1ST",JA
"GEETA COSMTICS - PALTAN BAZAR","SHRIMAL BAZAR","","General Trade","HANUMAN CHOWK",JA
"SG BAL KRISHAN - KOTWALI","KOTWALI, BILLING TO HITKARI AYURVEDIC & HERB","7983665067","General Trade","HANUMAN CHOWK",JA
"LUCKY TRADING - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"CHAWLA DAWA KHANA - DHAMAWALA","DHAMAWALA","","General Trade","HANUMAN CHOWK",JA
"AMIR TELECOM - GARHI CANTT","GARHI CANTT","8909312678","General Trade","KAULAGARH",JA
"HARSH ELECTRICALS - PREMNAGAR","PREMNAGAR, NEAR PREAM GEN STORE, 9897444981","9897444981","General Trade","PREM NAGAR",JA
"SALMAN COSMETICS - KARGI","KARGI","9634229221","General Trade","KARGI",JA
"THE COSMETIC CAFE - KEDARPURAM","DEEP NAGAR","7055641234","General Trade","KEDARPURAM",JA
"SCOOTY - UK07DT8213","","","General Trade","Unassigned",JA
"SIDHBALI PHARMACETICAL DISTRIBUTOR","""DEVKI COMPLEX, MOTI BAZAR"", DEHRADUN","05","General Trade","9997029955",JA
"SHANKAR GLASS STORE - DHAMAWALA","""39, DHAMAWALA DEHRADUN""","05","General Trade","9837204068",JA
"BALODI MEDICOS - SEWLA KALAN","""CHANDARBANI ROAD, SEWLA KALAN"", ""OPP SHANTI VIHAR","Uttarakhand","General Trade","05",JA
"KASHYAP MEDICOS - SEWLA KALAN","SEWLA KALAN","6397108469","General Trade","CLEMENT TOWN",JA
"JATIN PHARMA - DEVKI COMPLEX","DEVKI COMPLEX","8191097969","General Trade","HANUMAN CHOWK",JA
"ABHAY COSMETICS - RING ROAD","RING ROAD","","General Trade","HARRAWALA",JA
"RASIK RAM","","","General Trade","DHARAMPUR 2ND",JA
"YOGESH KANGAN - JHANDA BAZAR","JHANDA BAZR","","General Trade","HANUMAN CHOWK",JA
"PASHUPATI POOJA BHANDAR - HCHOWK","HANUMAN CHOWK, 9837209777","9756252660","General Trade","HANUMAN CHOWK",JA
"INDER PRAKASH VIJAY KUMAR - HCHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"BALAJI COSMETICS - GOVIND GARH","GOVIND GARH","","General Trade","ITBP-GOVIND GARH",JA
"CITY LIGHTS ELECTRICALS - CANAL RD","CANAL ROAD","8979213436","General Trade","RAJPUR LOWER",JA
"OM MEDICAL - INDIRA NAGAR","OPP MAMA MOMOS","7017390147","General Trade","ITBP-GOVIND GARH",JA
"B.LAL & COMPANY - TAPOVAN","TAPOVAN, NEAR SPARKLE COSMETICS","9412974562","General Trade","RAIPUR",JA
"DANGWAL BOOK DEPOT - CHARKI GATE","NEAR JN STORE","9760645866","General Trade","KAULAGARH",JA
"NEW HARSH ELECTRICALS - PREM NAGAR","SMITH NAGAR, PREAM NAGAR","9897762834","General Trade","PREM NAGAR",JA
"OLD ARUSH MEDICAL STORE - BALLIWAL","BALLIWALA CHOWK","8006346235","General Trade","ITBP-GOVIND GARH",JA
"MALHOTRA MEDICAL - GMS ROAD","BALLIWALA CHOWK",""7351955119","General Trade","9105371519"",JA
"OLD SUPER KANGAN STORE - KOTWALI","KOTWALI","","General Trade","HANUMAN CHOWK",JA
"NEHA COSMETICS - SEWLA KALAN","SEWLA KALAN","","General Trade","CLEMENT TOWN II",JA
"NASA PHARMACEUTICAL PVT. LTD.","SEWLA KALA, NEAR BANSAL HOME","7896988890","General Trade","CLEMENT TOWN II",JA
"INDU COSMETICS - CLEMENT TOWN","CLEMENT TOWN","","General Trade","CLEMENT TOWN",JA
"LOTUS PHARMACY - VASANT VIHAR","NEAR NISHA GERA, PAYMENT ISSUE",""7456070672","General Trade","8439834801"",JA
"M.L. TRADERS - PALTAN BAZAR","NEAR KOTWALI","01352713966","General Trade","HANUMAN CHOWK",JA
"GULATI GEN STORE - PALTAN BAZAR","PALTAN BAZAR","","General Trade","HANUMAN CHOWK",JA
"SURYA MEDICAL - NEHRU COLONY","OPP MAHA LAXMI, NEHRU COLONY","9458131886","General Trade","FUWARA CHOWK",JA
"DIVYA COSMETICS - HANUMAN CHOWK","HANUMAN CHOWK","9520749057","General Trade","HANUMAN CHOWK",JA
"AGGARWAL SUPER STORE - GARHI CHOWK","GARHI CHOWK","9719368744","General Trade","KAULAGARH",JA
"KESHAV ENTERPRISES - RING ROAD","OPP SUBHADRA MEDICOS","","General Trade","MOHKAMPUR",JA
"KITTU COSMETIC - RAIPUR ROAD","RAIPUR ROAD","9917576444","General Trade","RAIPUR",JA
"SWASTIK MEDICAL - RAIPUR ROAD","RAIPUR ROAD, OPP SOSHIL TOWER","7017602750","General Trade","KARANPUR",JA
"KULDEEP ELECTRICALS - KAULAGARH","KAULGARH","9870661600","General Trade","KAULAGARH",JA
"VINAYAK MEDICOS - ITBP ROAD","NEAR PRAGITI STORE","973924845","General Trade","ITBP-GOVIND GARH",JA
"ARORA STORE - GMS ROAD","SEWLA KALAN CHOWK","","General Trade","CLEMENT TOWN II",JA
"TOP CHEMIST - GANDHI GARAM","OPP SHANI BALA JI MADNDIR","","General Trade","ITBP-GOVIND GARH",JA
"BABU LAL GENERAL STORE - CHANDAN","CHANDAN NAGAR, NEAR CHIMSEE","","General Trade","DOON HOSPITAL",JA
"CHIMSEE GENERAL STORE - CHANDAN NAG","CHANDAN NAGAR","","General Trade","DOON HOSPITAL",JA
"VEDIC HIMALAYA - ARHAT BAZAR","""79, ARHAT BAZAR"", SAHARANPUR ROAD","05","General Trade","9410393519",JA
"AD SUPER STORE - SUBHASH NAGAR","SUBHASH NAGAR","8475955047","General Trade","CLEMENT TOWN",JA
"FAMOUS BEAUTY PALACE - HARIDWAR","""HOUSE NO 102, BHEL RAOD, JAMALPUR""","0","General Trade","Unassigned",JA
"BHATT MEDICAL - KARGI","NEAR SHRI RAMA ENT, KARGI","9412008470","General Trade","KARGI",JA
"ADITYA MEDICAL - BANGALI KHOTI","KARGI","7457019175","General Trade","KARGI",JA
"PANT DEPT STORE - KARGI","KARGI","9557775500","General Trade","KARGI",JA
"PARASHREE MEDICARE - SARASWATI VIHA","SARASWATI VIHAR","9758343001","General Trade","AJABPUR RACE COURSE",JA
"NEW LIFE LINE MEDICOS - DEHRA KHAS","DEHRA KHAS","9520820435","General Trade","DEHRA KHAS",JA
"KRITARATH WOMEN COLLECTION - KARGI","NEAR HIMAK, KARGI CHOWK","","General Trade","DEHRA KHAS",JA
"BHANDARI GEN STORE - JHANDA BAZAR","JHANDA BAZAR","","General Trade","HANUMAN CHOWK",JA
"NEW KANHA JI MEDICAL - BALLIWALA","BALLIWALA","9058285400","General Trade","ITBP-GOVIND GARH",JA
"TRENZ GIFT & FASHION ARCADE","DHARAMPUR","9897455133","General Trade","FUWARA CHOWK",JA
"SACHDEVA GENERAL STORE - ROORKEE","""114, SAKET COLONY, ROORKEE""","Uttarakhand","General Trade","05",JA
"SCOOTY NEW","","","General Trade","Unassigned",JA
"PANWAR GEN STORE - NESHVILLA ROAD","NESHVILLA ROAD","8285018045","General Trade","NESHVILLA ROAD",JA
"LAXMI DAILY NEEDS ND BAKERS - SD RD","SD ROAD","8865081325","General Trade","SD ROAD",JA
"EXPERT SOLAR & POWER SOLUTIONS","SD ROAD","9997563866","General Trade","SD ROAD",JA
"AJAY CHANNA","","","General Trade","DEHRA KHAS",JA
"YASH COSMETICS - KAULAGARH","KAULAGARH","","General Trade","KAULAGARH",JA
"RADHE RADHE MEDICAL - MEHANT INDERS","MEHANT INDRESH","9675757574","General Trade","DEHRA KHAS",JA
"NEW CHEMIST - PATEL NAGAR","PATEL NAGAR","9760622834","General Trade","PATEL NAGAR",JA
"POOJA ENTERPRISES - DEVKI COMPLEX","DEVKI COMPLEX","9675777455","General Trade","HANUMAN CHOWK",JA
"LAPTOP SURGEON - CHAKRATA ROAD","OPP CAPRI TRADE CENTRE, DEHRADUN","","General Trade","ITBP-GOVIND GARH",JA
"OLD MULTI GIFT SHOP - CLEMENT TOWN","TIBITI COLONY NEAR GOLDEN TEMPLE, DEHRADUN, ONE BILL PAYMENT ONLY","8954420595","General Trade","CLEMENT TOWN",JA
"JETHI'S EVERYDAY EMPORIUM - ITBP RD","ITBP ROAD, OPP GICCHI MART","7060831057","General Trade","ITBP-GOVIND GARH",JA
"CHERRY MERRY BAKERS - YAMUNA COLONY","29 YAMUNA COLONY, DEHRADUN","","General Trade","ITBP-GOVIND GARH",JA
"COMBINED MEDICAL - INDRESH HOSPITAL","OPP INDRESH HOSPITAL","","General Trade","DEHRA KHAS",JA
"GANPATI MEDICAL - DEHRA KHAS","DEHRA KHAS","9355707644","General Trade","DEHRA KHAS",JA
"SAJWAN MEDICAL STORE - SHASTRI NAGA","NEAR RAJEEV NAGAR","7505167308","General Trade","FUWARA CHOWK",JA
"YAS COSMETICS - AJABPURKALA","AJABPURKALA","","General Trade","AJABPUR RACE COURSE",JA
"BABU ELECTRICALS - DILARAM CHOWK","GURDUWARA SAHIB","9758038555","General Trade","RAJPUR LOWER",JA
"DRB FOODS PRIVATE LTD","""C-80, DDA SHEDS, OKHLA PHASE-1""","Delhi","General Trade","07",JA
"RISING STATIONERS & PRINTERS","GAZIPUR DELHI - 110006","","General Trade","Unassigned",JA
"DOON DRUG HOUSE - DL ROAD","DL ROAD","8126235316","General Trade","KARANPUR",JA
"UNIVERSAL PRO STORE - SD ROAD","OPP INDIAN PETROL PUMP","9897447197","General Trade","SD ROAD",JA
"AMBIKA GEN STORE - SD ROAD","OPP SHRI STORE, SD ROAD","7895330384","General Trade","SD ROAD",JA
"RAB FOODMART LLP","SUBHASH ROAD","9997179966","General Trade","DOON HOSPITAL",JA
"MOHAN LAL & SONS - PEEPAL MANDI","DEHRADUN","","General Trade","HANUMAN CHOWK",JA
"ARORA PATANG - DHAMAWALA","DHAMAWALA","9837374383","General Trade","HANUMAN CHOWK",JA
"EASY GROCER - SHIMLA BYROAD","SHIMLABYPASS ROAD","","General Trade","CLEMENT TOWN II",JA
"DURGA PHARMACY - NIRANJANPUR MANDI","NIRANJANPUR MANDI","8630131812","General Trade","DEHRA KHAS",JA
"PRADHAN MANTRI JAN AUSHDI - SEWLA","SEWLA KALA, OPP KANISHK STORE","","General Trade","CLEMENT TOWN II",JA
"OLD RATURI GEN STORE - CHANDRABANI","CHANDRABANI","9557653733","General Trade","CLEMENT TOWN II",JA
"BE WELL PHARMACY - DHARAMPUR","DHARAMPUR","9434030829","General Trade","DHARAMPUR 1ST",JA
"SARVODAYA PHARMA - DHARAMPUR","NISHIMA COMPLEX, DEHRADUN","9045000680","General Trade","DHARAMPUR 1ST",JA
"SHREE DURGA MEDICAL - ARAGHAR CHOWK","ARAGHAR CHOWK","","General Trade","DHARAMPUR 1ST",JA
"OM MEDICAL - AJABPURKALA","AJABPURKALA","8006973777","General Trade","AJABPUR RACE COURSE",JA
"PRAGATI GEN STORE - DHARAMPUR","OPP LIC BUILDING","9997865831","General Trade","DHARAMPUR 1ST",JA
"VICKY STORE - RACE COURSE","RACE COURSE","9897766133","General Trade","AJABPUR RACE COURSE",JA
"URBAN STORE - PANDITVARI","PANDITVARI","","General Trade","PANDITVARI",JA
"SACHIN ELECTRONICS - RISPINA PULL","RISPINA PULL, SHASTRI NAGAR","8909900441","General Trade","FUWARA CHOWK",JA
"FRESH ROOTS - 6NO. PULIYA","6NO. PULIYA","","General Trade","MOHKAMPUR",JA
"PS ENTERPRISES","""TILAK ROAD, "", DEHRADUN","05","General Trade","Unassigned",JA
"SUPER KANGAN STORE - KOTWALI","KOTWALI","","General Trade","HANUMAN CHOWK",JA
"COMFORT","","","General Trade","Unassigned",JA
"MS MEDICAL - RAIPUR","RAIPUR, GULLARGHATI ROAD","8868829862","General Trade","RAIPUR",JA
"EMKAY MEDICAL STORE - RAIPUR","CHUNNA BHATT, OPP JAI BADRI MEDICAL RAIPUR ROAD","","General Trade","RAIPUR",JA
"GANPATI CORNER - NIRANJANPUR","NIRANJANPUR","","General Trade","DEHRA KHAS",JA
"HULASH RAJ ASSOCIATES - RAJPUR ROAD","NEAR DILARAM CHOWK","","General Trade","PANDITVARI",JA
"NANU SHOPPING - LOHAGHAT","""KHARI BAZAR, LOHAGHAT (CHAMPAWAT)"", UTTARAKHAND","05","General Trade","9897133993",JA
"MAHAVEER MEDICAL - NIRANJANPUR","MANDI, 9761329907","7534808181","General Trade","DEHRA KHAS",JA
"MAMTA MEDICOS - NIRANJANPUR MANDI","MANDI","","General Trade","DEHRA KHAS",JA
"NICE ELECTRICALS - CHANDRABANI","CHANDRABANI","","General Trade","CLEMENT TOWN II",JA
"KUMAUN SURGICAL STORE - EC ROAD","DWARKA CHOWK, EC ROAD","8958748697","General Trade","DHARAMPUR 2ND",JA
"THE WINE KING - RACE COURSE","""GROUND FLOOR, SHOP NO1, RACE COURSE""","Uttarakhand","General Trade","05",JA
"NISHA BEAUTY PARLOUR","GANDHI GRAM","","General Trade","ITBP-GOVIND GARH",JA
"JAI BADRI MEDICAL - RAIPUR ROAD","RAIPUR ROAD","9837039019","General Trade","SD ROAD",JA
"KHOOBSURAT COSMETICS - HCHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
